Card number,Name,Rarity,Print,Modification date,Release,Series,Set type,Cover card,Version
23PP-KRA11,Cattycorn,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA12,Photon Jumper,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA13,Mother Spider Splitter,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA14,Baby Spider,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA15,D/D/D/D Super-Dimensional Sovereign Emperor Zero Paradox,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA16,Additional Mirror Level 7,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA17,Synchro Zone,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA18,Sage of Strength - Akash,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA19,Sage of Wisdom - Himmel,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA20,Sky Striker Ace - Raye,"('Common', 'Normal Parallel Rare', 'Super Rare', 'Secret Rare')",New artwork,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA21,Deep Sea Repetiteur,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA22,Harpie's Pet Dragon - Fearsome Fire Blast,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA23,Astral Kuriboh,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA24,Outburst Dragon,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA25,"Victorica, Angel of Bravery","('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA26,Rookie Warrior Lady,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA27,Chronicle Magician,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA28,Yorishiro of the Aqua,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA29,"Yakusa, Lord of the Eight Thunders","('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA30,Changshi the Spiridao,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA31,Red-Eyes Black Meteor Dragon,"('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRA32,"Loris, Lady of Lament","('Secret Rare',)",Reprint,2023-05-09 18:43:49,2023-04-28,Premium Pack,Booster pack,"('Astral Kuriboh', 'Blackwing - Sharnga the Waning Moon', 'Chronicle Magician', 'Outburst Dragon', 'Photon Jumper', 'Protection of the Elements', 'Rookie Warrior Lady', 'Sky Striker Ace - Raye')",New
23PP-KRB01,Smile Potion,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB02,Chronicle Sorceress,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB03,Stardust Wurm,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB04,Motor Frenzy,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB05,Votis,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB06,Cassimolar,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB07,Aileron,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB08,Qardan the Clear-Sighted,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB09,Pharaonic Advent,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB10,Gravekeeper's Inscription,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB11,Apophis the Swamp Deity,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB12,Magikey Deity - Ashtartu,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB13,Adularia of the June Moon,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB14,Green Ninja,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB15,Diabolica the Draconique General,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB16,"Kittytail, Mystical Beast of the Forest",,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB17,Wish Dragon,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB18,Daidara-Bocchi,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB19,Queen Butterfly Danaus,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB20,Humongous Hive Hegemon - Zexstagger,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB21,Baromet the Sacred Sheep Shrub,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB22,Sage of Benevolence - Ciela,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB23,Sky Striker Ace - Azalea,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB24,Courageous Crimson Chevalier Bradamante,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB25,Thunderforce Attack,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB26,Fist of Fate,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB27,Soul Crossing,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB28,Ultimate Divine-Beast,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB29,Golden-Eyes Idol,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB30,Millennium Seeker,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB31,Successor Soul,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB32,Strength in Unity,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB33,Destined Rivals,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB34,Attack Guidance Armor,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB35,Life Shaver,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
23PP-KRB36,Magical Trick Mirror,,,2023-05-11 07:31:51,2023-05-17,Premium Pack,Booster pack,,New
AC03-JP001,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP001,Eye of Illusion,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP005,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP005,Arcana Force XV - The Fiend,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP015,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP015,Armored Xyz,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP017,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP017,Earthbound Prisoner Ground Keeper,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP018,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP018,Earthbound Prisoner Stone Sweeper,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP019,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP019,Earthbound Prisoner Line Walker,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP020,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP020,Earthbound Servant Geo Kraken,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP021,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP021,Earthbound Servant Geo Grasha,"('Ultra Rare',)",New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP022,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP022,Earthbound Servant Geo Gremlin,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP023,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP023,Earthbound Servant Geo Gryphon,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP024,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP024,Earthbound Prison,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP025,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP025,Harmonic Synchro Fusion,"('Ultra Rare',)",New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP026,,,Unknown,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP026,Phoenix Gearblade,,New,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP038,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP038,Earthbound Immortal Aslla piscu,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP039,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP039,Earthbound Linewalker,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP040,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP040,Earthbound Greater Linewalker,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP041,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP041,Hundred Eyes Dragon,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP042,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP042,Earthbound Geoglyph,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP043,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP043,Full Armored Crystalzero Lancer,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP044,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP044,Full Armored Black Ray Lancer,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP045,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP045,Supreme King Gate Zero,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP046,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP046,Supreme King Gate Infinity,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP047,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP047,Supreme King Dragon Darkwurm,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP048,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP048,Supreme King Dragon Odd-Eyes,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP049,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP049,Supreme King Dragon Starving Venom,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP050,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP050,Supreme King Dragon Clear Wing,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP051,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP051,Supreme King Dragon Dark Rebellion,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP052,,,Reprint,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
AC03-JP052,Supreme Rage,,Reprint,2023-05-11 03:35:17,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",New
AC03-JP0??,Earthbound Servant Geo Grasha,,New,2023-04-21 08:39:56,2023-06-10,Animation Chronicle,Booster pack,"('Earthbound Servant Geo Grasha', 'Junk Warrior')",Old
CYAC-FR000,Numbers Eveil,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR001,Firewall Defenser,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR002,Firewall Phantom,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR003,Superheavy Samurai Motorbike,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR004,Superheavy Samurai Stealthy,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR005,Superheavy Samurai Soulgaia Booster,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR006,Superheavy Samurai Prodigy Wakaushi,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
