Card number,Name,Rarity,Print,Modification date,Version
SD18-JP004,Scrap Recycler,"('Common',)",New,2021-03-28 01:34:33,New
SD18-JP005,Commander Covington,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP005,Commander Covington,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP006,Machina Soldier,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP006,Machina Soldier,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP007,Machina Sniper,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP007,Machina Sniper,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP008,Machina Defender,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP008,Machina Defender,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP009,Machina Force,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP009,Machina Force,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP010,Cipher Soldier,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP010,Cipher Soldier,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP011,Blast Sphere,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP011,Blast Sphere,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP012,Heavy Mech Support Platform,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP012,Heavy Mech Support Platform,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP013,Cyber Dragon,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP013,Cyber Dragon,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP014,Proto-Cyber Dragon,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP014,Proto-Cyber Dragon,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP015,Green Gadget,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP015,Green Gadget,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP016,Red Gadget,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP016,Red Gadget,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP017,Yellow Gadget,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP017,Yellow Gadget,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP018,Armored Cybern,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP018,Armored Cybern,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP019,Cyber Valley,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP019,Cyber Valley,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP020,Machina Armored Unit,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP020,Machina Armored Unit,"('Common',)",New,2021-03-28 01:34:33,New
SD18-JP021,Prohibition,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP021,Prohibition,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP022,Swords of Revealing Light,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP022,Swords of Revealing Light,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP023,Shrink,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP023,Shrink,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP024,Frontline Base,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP024,Frontline Base,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP025,Combination Attack,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP025,Combination Attack,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP026,Wave-Motion Cannon,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP026,Wave-Motion Cannon,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP027,Machine Duplication,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP027,Machine Duplication,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP028,Inferno Reckless Summon,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP028,Inferno Reckless Summon,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP029,Hand Destruction,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP029,Hand Destruction,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP030,Card Trader,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP030,Card Trader,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP031,Time Machine,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP031,Time Machine,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP032,Dimensional Prison,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP032,Dimensional Prison,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP033,Metalmorph,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP033,Metalmorph,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP034,Rare Metalmorph,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP034,Rare Metalmorph,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP035,Ceasefire,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP035,Ceasefire,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP036,Formation Union,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP036,Formation Union,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP037,Compulsory Evacuation Device,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP037,Compulsory Evacuation Device,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD18-JP038,Roll Out!,"('Common',)",,2021-03-28 01:34:33,Old
SD18-JP038,Roll Out!,"('Common',)",Reprint,2021-03-28 01:34:33,New
SD19-JP001,Dragunity Arma Leyvaten,"('Ultra Rare',)",,2020-07-07 14:19:50,Old
SD19-JP001,Dragunity Arma Leyvaten,"('Ultra Rare',)",New,2020-07-07 14:19:50,New
SD19-JP002,Dragunity Arma Mystletainn,"('Super Rare',)",,2020-07-07 14:19:50,Old
SD19-JP002,Dragunity Arma Mystletainn,"('Super Rare',)",New,2020-07-07 14:19:50,New
SD19-JP003,Dragunity Aklys,"('Super Rare',)",,2020-07-07 14:19:50,Old
SD19-JP003,Dragunity Aklys,"('Super Rare',)",New,2020-07-07 14:19:50,New
SD19-JP004,Dragunity Dux,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP004,Dragunity Dux,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP005,Dragunity Legionnaire,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP005,Dragunity Legionnaire,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP006,Dragunity Tribus,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP006,Dragunity Tribus,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP007,Dragunity Darkspear,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP007,Dragunity Darkspear,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP008,Dragunity Militum,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP008,Dragunity Militum,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP009,Dragunity Primus Pilus,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP009,Dragunity Primus Pilus,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP010,Dragunity Brandistock,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP010,Dragunity Brandistock,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP011,Dragunity Javelin,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP011,Dragunity Javelin,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP012,Mist Valley Falcon,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP012,Mist Valley Falcon,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP013,Hunter Owl,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP013,Hunter Owl,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP014,Red-Eyes Wyvern,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP014,Red-Eyes Wyvern,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP015,Garuda the Wind Spirit,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP015,Garuda the Wind Spirit,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP016,Flying Kamakiri #1,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP016,Flying Kamakiri #1,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP017,Armed Dragon LV3,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP017,Armed Dragon LV3,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP018,Armed Dragon LV5,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP018,Armed Dragon LV5,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP019,Masked Dragon,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP019,Masked Dragon,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP020,Dragon Ravine,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP020,Dragon Ravine,"('Common',)",New,2020-07-07 14:19:50,New
SD19-JP021,Dragon Mastery,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP021,Dragon Mastery,"('Common',)",New,2020-07-07 14:19:50,New
SD19-JP022,Mage Power,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP022,Mage Power,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP023,Dragon's Gunfire,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP023,Dragon's Gunfire,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP024,Stamping Destruction,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP024,Stamping Destruction,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP025,Creature Swap,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP025,Creature Swap,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP026,Monster Reincarnation,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP026,Monster Reincarnation,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP027,Ruthless Denial,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP027,Ruthless Denial,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP028,Foolish Burial,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP028,Foolish Burial,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP029,Card Destruction,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP029,Card Destruction,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP030,Windstorm of Etaqua,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP030,Windstorm of Etaqua,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP031,Relieve Monster,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP031,Relieve Monster,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP032,Legacy of Yata-Garasu,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP032,Legacy of Yata-Garasu,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP033,The Selection,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP033,The Selection,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP034,Mirror Force,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP034,Mirror Force,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP035,Dragon's Rage,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP035,Dragon's Rage,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP036,Bottomless Trap Hole,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP036,Bottomless Trap Hole,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP037,Spiritual Wind Art - Miyabi,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP037,Spiritual Wind Art - Miyabi,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP038,Icarus Attack,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP038,Icarus Attack,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD19-JP039,Malevolent Catastrophe,"('Common',)",,2020-07-07 14:19:50,Old
SD19-JP039,Malevolent Catastrophe,"('Common',)",Reprint,2020-07-07 14:19:50,New
SD22-JP001,Lightpulsar Dragon,"('Ultra Rare',)",,2022-09-27 15:39:24,Old
SD22-JP001,Lightpulsar Dragon,"('Ultra Rare',)",New,2022-09-27 15:39:24,New
SD22-JP002,Darkflare Dragon,"('Ultra Rare',)",,2022-09-27 15:39:24,Old
SD22-JP002,Darkflare Dragon,"('Ultra Rare',)",New,2022-09-27 15:39:24,New
SD22-JP003,Eclipse Wyvern,"('Super Rare',)",,2022-09-27 15:39:24,Old
SD22-JP003,Eclipse Wyvern,"('Super Rare',)",New,2022-09-27 15:39:24,New
SD22-JP004,Blue-Eyes White Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP004,Blue-Eyes White Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP005,Red-Eyes Black Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP005,Red-Eyes Black Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP006,The White Stone of Legend,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP006,The White Stone of Legend,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP007,Black Dragon's Chick,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP007,Black Dragon's Chick,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP008,Axe Dragonute,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP008,Axe Dragonute,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP009,Vice Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP009,Vice Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP010,"Gragonith, Lightsworn Dragon","('Common',)",,2022-09-27 15:39:24,Old
SD22-JP010,"Gragonith, Lightsworn Dragon","('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP011,Prime Material Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP011,Prime Material Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP012,Dark Armed Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP012,Dark Armed Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP013,Red-Eyes Darkness Metal Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP013,Red-Eyes Darkness Metal Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP014,Chaos Sorcerer,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP014,Chaos Sorcerer,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP015,Cyber Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP015,Cyber Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP016,Lord of D.,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP016,Lord of D.,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP017,Summoner Monk,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP017,Summoner Monk,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP018,Snipe Hunter,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP018,Snipe Hunter,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP019,"Jain, Lightsworn Paladin","('Common',)",,2022-09-27 15:39:24,Old
SD22-JP019,"Jain, Lightsworn Paladin","('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP020,"Lyla, Lightsworn Sorceress","('Common',)",,2022-09-27 15:39:24,Old
SD22-JP020,"Lyla, Lightsworn Sorceress","('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP021,Kaibaman,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP021,Kaibaman,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP022,"Ryko, Lightsworn Hunter","('Common',)",,2022-09-27 15:39:24,Old
SD22-JP022,"Ryko, Lightsworn Hunter","('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP023,Chaos Zone,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP023,Chaos Zone,"('Common',)",New,2022-09-27 15:39:24,New
SD22-JP024,Burst Stream of Destruction,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP024,Burst Stream of Destruction,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP025,Inferno Fire Blast,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP025,Inferno Fire Blast,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP026,The Flute of Summoning Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP026,The Flute of Summoning Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP027,A Wingbeat of Giant Dragon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP027,A Wingbeat of Giant Dragon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP028,Book of Moon,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP028,Book of Moon,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP029,Magical Stone Excavation,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP029,Magical Stone Excavation,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP030,Reasoning,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP030,Reasoning,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP031,Monster Gate,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP031,Monster Gate,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP032,D.D.R. - Different Dimension Reincarnation,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP032,D.D.R. - Different Dimension Reincarnation,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP033,Light of Redemption,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP033,Light of Redemption,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP034,Charge of the Light Brigade,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP034,Charge of the Light Brigade,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP035,Dragon's Rebirth,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP035,Dragon's Rebirth,"('Common',)",New,2022-09-27 15:39:24,New
SD22-JP036,Burst Breath,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP036,Burst Breath,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP037,Call of the Haunted,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP037,Call of the Haunted,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP038,Interdimensional Matter Transporter,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP038,Interdimensional Matter Transporter,"('Common',)",Reprint,2022-09-27 15:39:24,New
SD22-JP039,Escape from the Dark Dimension,"('Common',)",,2022-09-27 15:39:24,Old
SD22-JP039,Escape from the Dark Dimension,"('Common',)",Reprint,2022-09-27 15:39:24,New
SDBE-EN001,Blue-Eyes White Dragon,"('Ultra Rare',)",,2022-01-20 12:08:04,Old
SDBE-EN001,Blue-Eyes White Dragon,"('Ultra Rare',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN002,Rabidragon,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN002,Rabidragon,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN003,Alexandrite Dragon,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN003,Alexandrite Dragon,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN004,Luster Dragon,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN004,Luster Dragon,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN005,Flamvell Guard,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN005,Flamvell Guard,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN006,Maiden with Eyes of Blue,"('Super Rare',)",,2022-01-20 12:08:04,Old
SDBE-EN006,Maiden with Eyes of Blue,"('Super Rare',)",New,2022-01-20 12:08:04,New
SDBE-EN007,Rider of the Storm Winds,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN007,Rider of the Storm Winds,"('Common',)",New,2022-01-20 12:08:04,New
SDBE-EN008,Darkstorm Dragon,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN008,Darkstorm Dragon,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN009,Kaiser Glider,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN009,Kaiser Glider,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN010,Hieratic Dragon of Tefnuit,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN010,Hieratic Dragon of Tefnuit,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN011,Mirage Dragon,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN011,Mirage Dragon,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN012,Divine Dragon Apocralyph,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN012,Divine Dragon Apocralyph,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN013,The White Stone of Legend,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN013,The White Stone of Legend,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN014,Kaibaman,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN014,Kaibaman,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN015,Herald of Creation,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN015,Herald of Creation,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN016,Kaiser Sea Horse,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN016,Kaiser Sea Horse,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN017,Honest,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN017,Honest,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN018,Shining Angel,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN018,Shining Angel,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN019,Dragon Shrine,"('Super Rare',)",,2022-01-20 12:08:04,Old
