Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Advance Impact,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Advance Impact,https://yugipedia.com/wiki/Advance_Impact,,2023-05-13 10:03:44,
Aero Sorcerer,Monster Card,,,False,False,WIND,Normal Monster,Spellcaster,,0,1500,,4,Aero Sorcerer,https://yugipedia.com/wiki/Aero_Sorcerer,,2023-05-13 09:06:08,
Against Buster,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Against Buster,https://yugipedia.com/wiki/Against_Buster,,2023-03-18 00:00:00,
"Agaribel, the Finest Sushi Fairy",Monster Card,,"('Sushi Fairy',)",False,False,LIGHT,Effect Monster,Fairy,"('Effect',)",1800,2500,,8,"Agaribel, the Finest Sushi Fairy","https://yugipedia.com/wiki/Agaribel,_the_Finest_Sushi_Fairy",,2023-03-18 00:02:08,
Air Formula Eagle,Monster Card,,,False,False,WIND,Effect Monster,Winged Beast,"('Effect',)",1800,2300,,7,Air Formula Eagle,https://yugipedia.com/wiki/Air_Formula_Eagle,,2023-03-18 00:04:16,
Aitsu,Monster Card,,,False,False,FIRE,Normal Monster,Fairy,,100,100,,5,Aitsu (Rush Duel),https://yugipedia.com/wiki/Aitsu_(Rush_Duel),,2023-03-18 00:04:16,
Alchemicalize Salamandra,Monster Card,,"('Chemistry',)",False,False,FIRE,Fusion Monster,Pyro,"('Effect',)",2000,3000,,9,Alchemicalize Salamandra,https://yugipedia.com/wiki/Alchemicalize_Salamandra,,2023-03-18 00:06:24,
Alco the Flame Emperor of the Lamp,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1200,1700,,6,Alco the Flame Emperor of the Lamp,https://yugipedia.com/wiki/Alco_the_Flame_Emperor_of_the_Lamp,,2023-03-18 00:08:32,
Alien 33,Monster Card,,"('Cosmic Urban Legend',)",False,False,LIGHT,Normal Monster,Reptile,,1100,1100,,3,Alien 33,https://yugipedia.com/wiki/Alien_33,,2023-03-18 00:10:40,
"Alien Count of the White Dwarf, St. Germain",Monster Card,,"('Cosmic Urban Legend',)",False,False,LIGHT,Normal Monster,Reptile,,1300,2500,,7,"Alien Count of the White Dwarf, St. Germain","https://yugipedia.com/wiki/Alien_Count_of_the_White_Dwarf,_St._Germain",,2023-03-18 00:10:40,
Alien Shocktrooper,Monster Card,,,True,False,EARTH,Normal Monster,Reptile,,800,1900,,4,Alien Shocktrooper (Rush Duel),https://yugipedia.com/wiki/Alien_Shocktrooper_(Rush_Duel),,2023-03-18 00:14:56,
All For Naught - Bubble Burst,Trap Card,Normal Trap Card,"('Bubble Era',)",False,False,,,,"('Effect',)",,,,,All For Naught - Bubble Burst,https://yugipedia.com/wiki/All_For_Naught_-_Bubble_Burst,,2023-03-18 00:17:04,
The All-Seeing White Tiger,Monster Card,,,False,False,WIND,Normal Monster,Beast,,500,1300,,3,The All-Seeing White Tiger (Rush Duel),https://yugipedia.com/wiki/The_All-Seeing_White_Tiger_(Rush_Duel),,2023-05-11 06:21:52,
Alligator's Sword,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,1200,1500,,4,Alligator's Sword (Rush Duel),https://yugipedia.com/wiki/Alligator%27s_Sword_(Rush_Duel),,2023-03-18 00:17:04,"('Type',)"
Alligator's Sword Dragon,Monster Card,,,False,False,WIND,Fusion Monster,Dragon,"('Effect',)",1500,1700,,5,Alligator's Sword Dragon (Rush Duel),https://yugipedia.com/wiki/Alligator%27s_Sword_Dragon_(Rush_Duel),,2023-05-11 06:24:00,"('Any',)"
Almastra XI - Aquarius,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1200,2400,,8,Almastra XI - Aquarius,https://yugipedia.com/wiki/Almastra_XI_-_Aquarius,,2023-03-18 00:32:00,
Alpha Burn Drake,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Normal Monster,Dragon,,1000,600,,1,Alpha Burn Drake,https://yugipedia.com/wiki/Alpha_Burn_Drake,,2023-03-18 00:32:00,
Alpiris the Sower,Monster Card,,,False,False,LIGHT,Effect Monster,Plant,"('Effect',)",1000,500,,2,Alpiris the Sower,https://yugipedia.com/wiki/Alpiris_the_Sower,,2023-03-18 00:34:08,
Altierra the Skysavior Transience,Monster Card,,"('Skysavior',)",False,False,DARK,Fusion Monster,Celestial Warrior,"('Continuous Effect',)",2400,2600,,9,Altierra the Skysavior Transience,https://yugipedia.com/wiki/Altierra_the_Skysavior_Transience,,2023-03-18 00:40:32,
Ama Lilith,Monster Card,,"('Psychic Musician',)",False,False,DARK,Normal Monster,Psychic,,400,400,,2,Ama Lilith,https://yugipedia.com/wiki/Ama_Lilith,,2023-03-18 00:42:40,
Amabie,Monster Card,,,False,False,WATER,Effect Monster,Fairy,"('Effect',)",0,0,,3,Amabie (Rush Duel),https://yugipedia.com/wiki/Amabie_(Rush_Duel),,2023-03-18 00:42:40,
Amazing Dealer,Monster Card,,,False,False,WATER,Effect Monster,Spellcaster,"('Effect',)",1000,0,,3,Amazing Dealer,https://yugipedia.com/wiki/Amazing_Dealer,,2023-05-11 06:21:52,
Ampler Glee,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Normal Monster,Psychic,,0,1500,,4,Ampler Glee,https://yugipedia.com/wiki/Ampler_Glee,,2023-03-18 01:04:00,
Amusi Howling Performer,Monster Card,,"('Psychic Musician',)",False,False,FIRE,Fusion Monster,Psychic,"('Effect',)",1700,2500,,7,Amusi Howling Performer,https://yugipedia.com/wiki/Amusi_Howling_Performer,,2023-03-18 01:06:08,
Amusi Performer,Monster Card,,"('Psychic Musician',)",False,False,FIRE,Effect Monster,Psychic,"('Effect',)",300,800,,3,Amusi Performer,https://yugipedia.com/wiki/Amusi_Performer,,2023-03-18 01:06:08,
Analyze Phlogiston,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",2300,2300,,7,Analyze Phlogiston,https://yugipedia.com/wiki/Analyze_Phlogiston,,2023-03-18 01:06:08,
Anchor Moray,Monster Card,,,False,False,WATER,Effect Monster,Fish,"('Effect',)",600,900,,3,Anchor Moray,https://yugipedia.com/wiki/Anchor_Moray,,2023-03-18 01:08:16,
Anciant Barrier,Trap Card,Normal Trap Card,"('Gi-ant Revolution (series)',)",False,False,,,,"('Effect',)",,,,,Anciant Barrier,https://yugipedia.com/wiki/Anciant_Barrier,,2023-03-18 01:08:16,
Ancient Arise Dragon,Monster Card,,,False,False,WATER,Effect Monster,Dragon,"('Effect',)",1600,2400,,7,Ancient Arise Dragon,https://yugipedia.com/wiki/Ancient_Arise_Dragon,,2023-03-18 01:08:16,
Ancient Arrive Dragon,Monster Card,,,False,False,FIRE,Effect Monster,Dragon,"('Effect',)",1600,2400,,7,Ancient Arrive Dragon,https://yugipedia.com/wiki/Ancient_Arrive_Dragon,,2023-03-18 01:08:16,
Ancient Barrier,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Ancient Barrier,https://yugipedia.com/wiki/Ancient_Barrier,,2023-04-08 01:31:44,
Ancient Lizard Warrior,Monster Card,,,False,False,EARTH,Normal Monster,Reptile,,1100,1400,,4,Ancient Lizard Warrior (Rush Duel),https://yugipedia.com/wiki/Ancient_Lizard_Warrior_(Rush_Duel),,2023-03-18 01:23:12,
Ancient Rules,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Ancient Rules (Rush Duel),https://yugipedia.com/wiki/Ancient_Rules_(Rush_Duel),,2023-03-18 01:25:20,"('Any',)"
Ancient Telescope,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Ancient Telescope (Rush Duel),https://yugipedia.com/wiki/Ancient_Telescope_(Rush_Duel),,2023-03-18 01:25:20,"('Type',)"
Ancient Turtle Protector,Monster Card,,,False,False,WATER,Normal Monster,Reptile,,1400,0,,1,Ancient Turtle Protector,https://yugipedia.com/wiki/Ancient_Turtle_Protector,,2023-03-18 01:25:20,
Angel Judge,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Angel Judge,https://yugipedia.com/wiki/Angel_Judge,,2023-03-18 01:31:44,
Anglered Digra,Monster Card,,,False,False,EARTH,Effect Monster,Insect,"('Effect',)",1600,2400,,7,Anglered Digra,https://yugipedia.com/wiki/Anglered_Digra,,2023-03-18 01:33:52,
Anmagmabear,Monster Card,,"('Magma',)",False,False,EARTH,Effect Monster,Pyro,"('Effect',)",100,100,,1,Anmagmabear,https://yugipedia.com/wiki/Anmagmabear,,2023-03-18 01:33:52,
Ansler the Magical Swordsman,Monster Card,,,False,False,FIRE,Normal Monster,Spellcaster,,500,2000,,6,Ansler the Magical Swordsman,https://yugipedia.com/wiki/Ansler_the_Magical_Swordsman,,2023-03-18 01:36:00,
Antiberty Flag,Trap Card,Normal Trap Card,"('Gi-ant Revolution (series)',)",False,False,,,,"('Effect',)",,,,,Antiberty Flag,https://yugipedia.com/wiki/Antiberty_Flag,,2023-03-18 01:40:16,
Antrebellion of the Rebellion,Monster Card,,"('Gi-ant Revolution (series)',)",False,False,EARTH,Effect Monster,Insect,"('Effect',)",100,100,,7,Antrebellion of the Rebellion,https://yugipedia.com/wiki/Antrebellion_of_the_Rebellion,,2023-03-18 01:40:16,
Ants Running About,Monster Card,,"('Gi-ant Revolution (series)',)",False,False,FIRE,Normal Monster,Insect,,600,100,,1,Ants Running About,https://yugipedia.com/wiki/Ants_Running_About,,2023-03-18 01:40:16,
Apocalypse - Beast Gear World,Spell Card,Field Spell Card,"('Beast Gear',)",False,False,,,,"('Effect',)",,,,,Apocalypse - Beast Gear World,https://yugipedia.com/wiki/Apocalypse_-_Beast_Gear_World,,2023-03-18 01:40:16,
Apocalypse - Legend of the Warrior,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Apocalypse - Legend of the Warrior,https://yugipedia.com/wiki/Apocalypse_-_Legend_of_the_Warrior,,2023-03-18 01:40:16,
Apocalypse - The Unstoppable Beast-Warrior,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Apocalypse - The Unstoppable Beast-Warrior,https://yugipedia.com/wiki/Apocalypse_-_The_Unstoppable_Beast-Warrior,,2023-03-18 01:42:24,
Applizard,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Normal Monster,Dragon,,0,1500,,4,Applizard,https://yugipedia.com/wiki/Applizard,,2023-03-18 01:46:40,
Aqua Boost,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Aqua Boost,https://yugipedia.com/wiki/Aqua_Boost,,2023-03-18 01:53:04,
Aqua Sorcerer,Monster Card,,,False,False,WATER,Normal Monster,Spellcaster,,0,1500,,4,Aqua Sorcerer,https://yugipedia.com/wiki/Aqua_Sorcerer,,2023-03-18 01:53:04,
Archfiend Marmot of Deliciousness,Monster Card,,"('Yakiniku',)",False,False,FIRE,Normal Monster,Beast,,0,1500,,4,Archfiend Marmot of Deliciousness,https://yugipedia.com/wiki/Archfiend_Marmot_of_Deliciousness,,2023-03-18 02:12:16,
Archfiend Marmot of Nefariousness,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,600,400,,2,Archfiend Marmot of Nefariousness (Rush Duel),https://yugipedia.com/wiki/Archfiend_Marmot_of_Nefariousness_(Rush_Duel),,2023-03-18 02:14:24,
Archfiend Soldier,Monster Card,,,True,False,DARK,Normal Monster,Fiend,,1500,1900,,4,Archfiend Soldier (Rush Duel),https://yugipedia.com/wiki/Archfiend_Soldier_(Rush_Duel),,2023-03-18 02:14:24,"('Type',)"
Archfiend Warrior,Monster Card,,,False,False,DARK,Effect Monster,Fiend,"('Effect',)",900,1300,,4,Archfiend Warrior,https://yugipedia.com/wiki/Archfiend_Warrior,,2023-03-18 02:14:24,
Archfiend's Revival,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Archfiend's Revival,https://yugipedia.com/wiki/Archfiend%27s_Revival,,2023-03-18 02:18:40,
Archfiend's Summoning Flute,Monster Card,,,False,False,DARK,Effect Monster,Fiend,"('Effect',)",0,0,,1,Archfiend's Summoning Flute,https://yugipedia.com/wiki/Archfiend%27s_Summoning_Flute,,2023-03-18 02:20:48,
Area 33,Spell Card,Field Spell Card,"('Cosmic Urban Legend',)",False,False,,,,"('Effect',)",,,,,Area 33,https://yugipedia.com/wiki/Area_33,,2023-03-18 02:22:56,
Arma Knight,Monster Card,,,False,False,WATER,Normal Monster,Aqua,,1200,1000,,4,Arma Knight (Rush Duel),https://yugipedia.com/wiki/Arma_Knight_(Rush_Duel),,2023-03-18 02:27:12,
Armaments of Ascension,Spell Card,Equip Spell Card,,False,False,,,,"('Effect',)",,,,,Armaments of Ascension,https://yugipedia.com/wiki/Armaments_of_Ascension,,2023-03-18 02:29:20,
Armored Lizard,Monster Card,,,False,False,EARTH,Normal Monster,Reptile,,1200,1500,,4,Armored Lizard (Rush Duel),https://yugipedia.com/wiki/Armored_Lizard_(Rush_Duel),,2023-03-18 02:42:08,
Aromagmabear,Monster Card,,"('Magma',)",False,False,EARTH,Effect Monster,Pyro,"('Effect',)",1200,600,,3,Aromagmabear,https://yugipedia.com/wiki/Aromagmabear,,2023-03-18 02:48:32,
Arts Angel CD Fender,Monster Card,,"('Arts Angel',)",False,False,DARK,Normal Monster,Fairy,,2000,1000,,6,Arts Angel CD Fender,https://yugipedia.com/wiki/Arts_Angel_CD_Fender,,2023-03-16 09:40:16,
Arts Angel Dia Needle,Monster Card,,"('Arts Angel',)",False,False,DARK,Effect Monster,Fairy,"('Effect',)",500,0,,1,Arts Angel Dia Needle,https://yugipedia.com/wiki/Arts_Angel_Dia_Needle,,2023-03-18 02:59:12,
Arts Angel Glyco Razer,Monster Card,,"('Arts Angel',)",False,False,DARK,Normal Monster,Fairy,,0,1500,,4,Arts Angel Glyco Razer,https://yugipedia.com/wiki/Arts_Angel_Glyco_Razer,,2023-03-18 02:59:12,
Arts Angel Guard Dolby,Monster Card,,"('Arts Angel',)",False,False,DARK,Normal Monster,Fairy,,1500,0,,1,Arts Angel Guard Dolby,https://yugipedia.com/wiki/Arts_Angel_Guard_Dolby,,2023-03-18 02:59:12,
Arts Angel Metal Position,Monster Card,,"('Arts Angel',)",False,False,DARK,Effect Monster,Fairy,"('Effect',)",1500,2500,,7,Arts Angel Metal Position,https://yugipedia.com/wiki/Arts_Angel_Metal_Position,,2023-03-18 02:59:12,
Arzareth the Sweeping Wind,Monster Card,,,False,False,WIND,Effect Monster,Fairy,"('Effect',)",2500,2200,,7,Arzareth the Sweeping Wind,https://yugipedia.com/wiki/Arzareth_the_Sweeping_Wind,,2023-03-18 02:59:12,
Asbolus the Star Knight,Monster Card,,"('Star Knight',)",False,False,LIGHT,Effect Monster,Fiend,"('Effect',)",1200,2400,,7,Asbolus the Star Knight,https://yugipedia.com/wiki/Asbolus_the_Star_Knight,,2023-03-18 02:59:12,
Ascending Evolution,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Ascending Evolution,https://yugipedia.com/wiki/Ascending_Evolution,,2023-03-18 02:59:12,
Ascending Weather Eel,Monster Card,,,False,False,LIGHT,Effect Monster,Sea Serpent,"('Effect',)",400,1000,,3,Ascending Weather Eel,https://yugipedia.com/wiki/Ascending_Weather_Eel,,2023-04-08 01:06:08,
Asport Pirate the Wind Crusher,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Effect Monster,Psychic,"('Effect',)",0,2500,,7,Asport Pirate the Wind Crusher,https://yugipedia.com/wiki/Asport_Pirate_the_Wind_Crusher,,2023-03-18 03:01:20,
Assault Armato,Monster Card,,,False,False,LIGHT,Effect Monster,Machine,"('Effect',)",600,1200,,3,Assault Armato,https://yugipedia.com/wiki/Assault_Armato,,2023-03-18 03:03:28,
Asteroeva,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,100,900,,1,Asteroeva,https://yugipedia.com/wiki/Asteroeva,,2023-03-18 03:09:52,
Astrobio Drake,Monster Card,,,False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",200,1300,,3,Astrobio Drake,https://yugipedia.com/wiki/Astrobio_Drake,,2023-03-18 03:12:00,
Astrorescue,Monster Card,,,False,False,WATER,Effect Monster,Galaxy (Type),"('Effect',)",1100,1000,,3,Astrorescue,https://yugipedia.com/wiki/Astrorescue,,2023-03-18 03:12:00,
Astrosoldier,Monster Card,,,False,False,WIND,Effect Monster,Galaxy (Type),"('Continuous Effect',)",0,1400,,4,Astrosoldier,https://yugipedia.com/wiki/Astrosoldier,,2023-03-18 03:12:00,
Atlas Combat Beetle,Monster Card,,,False,False,DARK,Normal Monster,Insect,,0,1500,,4,Atlas Combat Beetle,https://yugipedia.com/wiki/Atlas_Combat_Beetle,,2023-03-18 03:16:16,
Attolashoot Highdron,Monster Card,,"('Tron (series)',)",False,False,LIGHT,Effect Monster,Cyberse,"('Effect',)",0,2500,,8,Attolashoot Highdron,https://yugipedia.com/wiki/Attolashoot_Highdron,,2023-03-18 03:20:32,
Attribute Shift Bomb,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Attribute Shift Bomb,https://yugipedia.com/wiki/Attribute_Shift_Bomb,,2023-03-18 03:20:32,
Attron,Monster Card,,"('Tron (series)',)",False,False,LIGHT,Effect Monster,Cyberse,"('Effect',)",100,1000,,3,Attron,https://yugipedia.com/wiki/Attron,,2023-03-18 03:20:32,
Auto Reverse,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Auto Reverse,https://yugipedia.com/wiki/Auto_Reverse,,2023-03-18 03:22:40,
Avian Spell Strategy,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Avian Spell Strategy,https://yugipedia.com/wiki/Avian_Spell_Strategy,,2023-03-18 03:26:56,
B.B.B. - Beast Brave Brandish,Spell Card,Normal Spell Card,,False,True,,,,"('Effect',)",,,,,B.B.B. - Beast Brave Brandish,https://yugipedia.com/wiki/B.B.B._-_Beast_Brave_Brandish,,2023-05-05 00:02:08,
Baby Dragon,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,700,1200,,3,Baby Dragon (Rush Duel),https://yugipedia.com/wiki/Baby_Dragon_(Rush_Duel),,2023-03-15 01:31:44,"('Type',)"
Babysitter Goat,Monster Card,,,False,False,DARK,Normal Monster,Fiend,,1400,0,,1,Babysitter Goat,https://yugipedia.com/wiki/Babysitter_Goat,,2023-03-18 03:37:36,
Back Beat,Spell Card,Normal Spell Card,"('Band Group',)",False,False,,,,"('Effect',)",,,,,Back Beat,https://yugipedia.com/wiki/Back_Beat,,2023-03-18 03:39:44,
Back Jersey,Trap Card,Normal Trap Card,"('Jersey',)",False,False,,,,"('Effect',)",,,,,Back Jersey,https://yugipedia.com/wiki/Back_Jersey,,2023-03-18 03:39:44,
Back To The Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)', 'The')",False,False,,,,"('Effect',)",,,,,Back To The Fusion,https://yugipedia.com/wiki/Back_To_The_Fusion,,2023-03-18 03:39:44,
Bait Bite Ball,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Bait Bite Ball,https://yugipedia.com/wiki/Bait_Bite_Ball,,2023-03-18 03:46:08,
Baked Bean Soldier,Monster Card,,,False,False,FIRE,Normal Monster,Plant,,0,1500,,4,Baked Bean Soldier,https://yugipedia.com/wiki/Baked_Bean_Soldier,,2023-03-18 03:46:08,
Bandijo of the Battle Ballad,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Effect Monster,Psychic,"('Effect',)",1500,2500,,7,Bandijo of the Battle Ballad,https://yugipedia.com/wiki/Bandijo_of_the_Battle_Ballad,"('Edited',)",2023-03-16 15:17:20,
Barbeque Ox,Monster Card,,"('Yakiniku',)",False,False,FIRE,Normal Monster,Beast,,1000,1000,,3,Barbeque Ox,https://yugipedia.com/wiki/Barbeque_Ox,,2023-03-18 03:50:24,
Barrel Dragon,Monster Card,,,True,False,DARK,Effect Monster,Machine,"('Effect',)",2200,2600,,7,Barrel Dragon (Rush Duel),https://yugipedia.com/wiki/Barrel_Dragon_(Rush_Duel),"('Edited',)",2023-03-18 03:54:40,"('Any',)"
The Barrier,Trap Card,Normal Trap Card,"('The',)",False,False,,,,"('Effect',)",,,,,The Barrier,https://yugipedia.com/wiki/The_Barrier,,2023-03-20 13:30:40,
Barrier Armordillo,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,1300,200,,1,Barrier Armordillo,https://yugipedia.com/wiki/Barrier_Armordillo,,2023-03-18 03:54:40,
Barrier Statue of the Inferno,Monster Card,,,False,False,FIRE,Effect Monster,Pyro,"('Continuous Effect',)",1000,1000,,4,Barrier Statue of the Inferno (Rush Duel),https://yugipedia.com/wiki/Barrier_Statue_of_the_Inferno_(Rush_Duel),,2023-03-18 03:56:48,"('Any',)"
Bascule the Moving Fortress,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",2500,0,,7,Bascule the Moving Fortress,https://yugipedia.com/wiki/Bascule_the_Moving_Fortress,,2023-03-18 03:56:48,
Battle Demotion,Trap Card,Normal Trap Card,"('Worker Warrior',)",False,False,,,,"('Effect',)",,,,,Battle Demotion,https://yugipedia.com/wiki/Battle_Demotion,,2023-03-18 04:01:04,
