Card number,Name,Rarity,Print,Modification date,Version
CL03-SC014,,,,2023-02-24 04:14:32,Old
CL03-SC014,Black Luster Ritual,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC015,,,,2023-02-24 04:14:32,Old
CL03-SC015,Super Soldier Ritual,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC017,,,,2023-02-24 04:14:32,Old
CL03-SC017,Super Soldier Synthesis,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC018,,,,2023-02-24 04:14:32,Old
CL03-SC018,Super Soldier Rebirth,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC019,,,,2023-02-24 04:14:32,Old
CL03-SC019,Super Soldier Shield,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC020,,,,2023-02-24 04:14:32,Old
CL03-SC020,Beginning of Heaven and Earth,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC022,,,,2023-02-24 04:14:32,Old
CL03-SC022,Neo-Spacian Grand Mole,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC025,,,,2023-02-24 04:14:32,Old
CL03-SC025,Neo Space Pathfinder,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC026,,,,2023-02-24 04:14:32,Old
CL03-SC026,Cross Porter,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC027,,,,2023-02-24 04:14:32,Old
CL03-SC027,Neo Space Connector,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC028,,,,2023-02-24 04:14:32,Old
CL03-SC028,Elemental HERO Dark Neos,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC029,,,,2023-02-24 04:14:32,Old
CL03-SC029,Elemental HERO Aqua Neos,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC030,,,,2023-02-24 04:14:32,Old
CL03-SC030,Elemental HERO Grand Neos,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC031,Rainbow Neos,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC031,Rainbow Neos,"('Ultra Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC032,Elemental HERO Nebula Neos,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC032,Elemental HERO Nebula Neos,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC033,,,,2023-02-24 04:14:32,Old
CL03-SC033,Elemental HERO Brave Neos,"('Super Rare',)",New,2023-02-25 19:02:23,New
CL03-SC034,,,,2023-02-24 04:14:32,Old
CL03-SC034,Elemental HERO Cosmo Neos,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC036,,,,2023-02-24 04:14:32,Old
CL03-SC036,Convert Contact,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC037,,,,2023-02-24 04:14:32,Old
CL03-SC037,Instant Neo Space,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC038,,,,2023-02-24 04:14:32,Old
CL03-SC038,Wrath of Neos,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC039,,,,2023-02-24 04:14:32,Old
CL03-SC039,Space Gift,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC041,,,,2023-02-24 04:14:32,Old
CL03-SC041,Contact Gate,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC043,,,,2023-02-24 04:14:32,Old
CL03-SC043,NEXT,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC044,,,,2023-02-24 04:14:32,Old
CL03-SC044,Gagaga Child,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC045,,,,2023-02-24 04:14:32,Old
CL03-SC045,Gagaga Mancer,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC047,,,,2023-02-24 04:14:32,Old
CL03-SC047,Dododo Warrior,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC048,,,,2023-02-24 04:14:32,Old
CL03-SC048,Dododo Buster,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC049,,,,2023-02-24 04:14:32,Old
CL03-SC049,Dododo Driver,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC050,,,,2023-02-24 04:14:32,Old
CL03-SC050,Gogogo Giant,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC051,,,,2023-02-24 04:14:32,Old
CL03-SC051,Gogogo Ghost,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC052,,,,2023-02-24 04:14:32,Old
CL03-SC052,Gogogo Gigas,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC054,,,,2023-02-24 04:14:32,Old
CL03-SC054,Gogogo Goram,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC055,,,,2023-02-24 04:14:32,Old
CL03-SC055,Zubaba General,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC056,,,,2023-02-24 04:14:32,Old
CL03-SC056,Number 55: Gogogo Goliath,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC057,,,,2023-02-24 04:14:32,Old
CL03-SC057,Gagaga Samurai,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC059,Number S39: Utopia the Lightning,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC059,Number S39: Utopia the Lightning,"('Ultra Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC061,,,,2023-02-24 04:14:32,Old
CL03-SC061,Gagagabolt,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC062,,,,2023-02-24 04:14:32,Old
CL03-SC062,Gagagadraw,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC063,,,,2023-02-24 04:14:32,Old
CL03-SC063,Dodododraw,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC066,,,,2023-02-24 04:14:32,Old
CL03-SC066,Photon Caesar,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC067,,,,2023-02-24 04:14:32,Old
CL03-SC067,Photon Satellite,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC068,,,,2023-02-24 04:14:32,Old
CL03-SC068,Galaxy Wizard,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC069,,,,2023-02-24 04:14:32,Old
CL03-SC069,Orbital 7,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC070,,,,2023-02-24 04:14:32,Old
CL03-SC070,Galaxy-Eyes Cloudragon,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC071,,,,2023-02-24 04:14:32,Old
CL03-SC071,Photon Advancer,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC072,,,,2023-02-24 04:14:32,Old
CL03-SC072,Twin Photon Lizard,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC074,,,,2023-02-24 04:14:32,Old
CL03-SC074,Starliege Lord Galaxion,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC075,Galaxy-Eyes Full Armor Photon Dragon,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC075,Galaxy-Eyes Full Armor Photon Dragon,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC076,Number 38: Hope Harbinger Dragon Titanic Galaxy,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC076,Number 38: Hope Harbinger Dragon Titanic Galaxy,"('Ultra Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC077,,,,2023-02-24 04:14:32,Old
CL03-SC077,Galaxy Expedition,"('Common',)",Reprint,2023-02-25 19:02:23,New
CL03-SC079,,,,2023-02-24 04:14:32,Old
CL03-SC079,Photon Stream of Destruction,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC080,,,,2023-02-24 04:14:32,Old
CL03-SC080,Hyper Galaxy,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC082,Double Iris Magician,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC082,Double Iris Magician,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC083,,,,2023-02-24 04:14:32,Old
CL03-SC083,Black Fang Magician,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC086,Harmonizing Magician,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC086,Harmonizing Magician,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC087,,,,2023-02-24 04:14:32,Old
CL03-SC087,Performapal Celestial Magician,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC088,Supreme King Z-ARC,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC088,Supreme King Z-ARC,"('Ultra Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC089,,,,2023-02-24 04:14:32,Old
CL03-SC089,Star Pendulumgraph,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC090,,,,2023-02-24 04:14:32,Old
CL03-SC090,Time Pendulumgraph,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC092,,,,2023-02-24 04:14:32,Old
CL03-SC092,D/D Nighthowl,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC093,,,,2023-02-24 04:14:32,Old
CL03-SC093,D/D Savant Galilei,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC095,,,,2023-02-24 04:14:32,Old
CL03-SC095,D/D Cerberus,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC096,D/D/D Oblivion King Abyss Ragnarok,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC096,D/D/D Oblivion King Abyss Ragnarok,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC097,,,,2023-02-24 04:14:32,Old
CL03-SC097,D/D Berfomet,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC099,,,,2023-02-24 04:14:32,Old
CL03-SC099,D/D Necro Slime,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC101,,,,2023-02-24 04:14:32,Old
CL03-SC101,D/D Savant Newton,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC102,,,,2023-02-24 04:14:32,Old
CL03-SC102,D/D Savant Copernicus,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC103,,,,2023-02-24 04:14:32,Old
CL03-SC103,D/D Orthros,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC105,,,,2023-02-24 04:14:32,Old
CL03-SC105,D/D Savant Thomas,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC106,,,,2023-02-24 04:14:32,Old
CL03-SC106,D/D Savant Nikola,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC107,D/D/D Vice King Requiem,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC107,D/D/D Vice King Requiem,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC108,,,,2023-02-24 04:14:32,Old
CL03-SC108,D/D/D Flame King Genghis,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC109,,,,2023-02-24 04:14:32,Old
CL03-SC109,D/D/D Oracle King d'Arc,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC110,,,,2023-02-24 04:14:32,Old
CL03-SC110,D/D/D Dragonbane King Beowulf,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC111,D/D/D Flame High King Genghis,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC111,D/D/D Flame High King Genghis,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC112,,,,2023-02-24 04:14:32,Old
CL03-SC112,D/D/D Gust King Alexander,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC114,,,,2023-02-24 04:14:32,Old
CL03-SC114,D/D/D Gust High King Alexander,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC115,,,,2023-02-24 04:14:32,Old
CL03-SC115,D/D/D Wave King Caesar,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC116,,,,2023-02-24 04:14:32,Old
CL03-SC116,D/D/D Marksman King Tell,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC117,D/D/D Duo-Dawn King Kali Yuga,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC117,D/D/D Duo-Dawn King Kali Yuga,"('Ultra Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC118,,,,2023-02-24 04:14:32,Old
CL03-SC118,D/D/D Stone King Darius,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC123,,,,2023-02-24 04:14:32,Old
CL03-SC123,Dark Contract with the Witch,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC125,,,,2023-02-24 04:14:32,Old
CL03-SC125,Frostosaurus,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC126,,,,2023-02-24 04:14:32,Old
CL03-SC126,Megalosmasher X,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC127,,,,2023-02-24 04:14:32,Old
CL03-SC127,Gilasaurus,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC128,,,,2023-02-24 04:14:32,Old
CL03-SC128,Giant Rex,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC129,,,,2023-02-24 04:14:32,Old
CL03-SC129,Tyranno Infinity,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC130,,,,2023-02-24 04:14:32,Old
CL03-SC130,Ultimate Tyranno,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC131,,,,2023-02-24 04:14:32,Old
CL03-SC131,Miracle Jurassic Egg,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC133,,,,2023-02-24 04:14:32,Old
CL03-SC133,Super Conductor Tyranno,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC135,,,,2023-02-24 04:14:32,Old
CL03-SC135,Petiteranodon,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC136,Ultimate Conductor Tyranno,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC136,Ultimate Conductor Tyranno,"('Ultra Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC137,Souleating Oviraptor,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC137,Souleating Oviraptor,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC139,,,,2023-02-24 04:14:32,Old
CL03-SC139,Animadorned Archosaur,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC140,,,,2023-02-24 04:14:32,Old
CL03-SC140,Big Evolution Pill,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC141,,,,2023-02-24 04:14:32,Old
CL03-SC141,Double Evolution Pill,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC143,,,,2023-02-24 04:14:32,Old
CL03-SC143,Lost World,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC144,,,,2023-02-24 04:14:32,Old
CL03-SC144,Fossil Excavation,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC145,,,,2023-02-24 04:14:32,Old
CL03-SC145,Survival of the Fittest,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC146,,,,2023-02-24 04:14:32,Old
CL03-SC146,Extinction on Schedule,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC147,,,,2023-02-24 04:14:32,Old
CL03-SC147,Survival's End,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC149,Evolzar Dolkka,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC149,Evolzar Dolkka,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC150,,,,2023-02-24 04:14:32,Old
CL03-SC150,Evolzar Solda,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC152,,,,2023-02-24 04:14:32,Old
CL03-SC152,Scrap Goblin,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC153,,,,2023-02-24 04:14:32,Old
CL03-SC153,Scrap Beast,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC154,,,,2023-02-24 04:14:32,Old
CL03-SC154,Scrap Hunter,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC156,,,,2023-02-24 04:14:32,Old
CL03-SC156,Scrap Soldier,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC157,,,,2023-02-24 04:14:32,Old
CL03-SC157,Scrap Searcher,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC158,,,,2023-02-24 04:14:32,Old
CL03-SC158,Scrap Mind Reader,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC159,,,,2023-02-24 04:14:32,Old
CL03-SC159,Scrap Worm,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC160,,,,2023-02-24 04:14:32,Old
CL03-SC160,Scrap Shark,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC161,,,,2023-02-24 04:14:32,Old
CL03-SC161,Scrap Orthros,"('Super Rare',)",New,2023-02-25 19:02:23,New
CL03-SC162,,,,2023-02-24 04:14:32,Old
CL03-SC162,Scrap Breaker,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC163,,,,2023-02-24 04:14:32,Old
CL03-SC163,Scrap Kong,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC164,Scrap Dragon,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC164,Scrap Dragon,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC165,,,,2023-02-24 04:14:32,Old
CL03-SC165,Scrap Twin Dragon,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC166,,,,2023-02-24 04:14:32,Old
CL03-SC166,Scrap Archfiend,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC167,,,,2023-02-24 04:14:32,Old
CL03-SC167,Atomic Scrap Dragon,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC170,,,,2023-02-24 04:14:32,Old
CL03-SC170,Scrapstorm,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC171,,,,2023-02-24 04:14:32,Old
CL03-SC171,Scrap Sheen,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC172,,,,2023-02-24 04:14:32,Old
CL03-SC172,Scrap Lube,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC173,,,,2023-02-24 04:14:32,Old
CL03-SC173,Guts of Steel,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC175,,,,2023-02-24 04:14:32,Old
CL03-SC175,Scrap Rage,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC176,,,,2023-02-24 04:14:32,Old
CL03-SC176,Scrap Crash,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC177,Aleister the Invoker,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC177,Aleister the Invoker,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC178,,,,2023-02-24 04:14:32,Old
CL03-SC178,Invoked Caliga,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC179,,,,2023-02-24 04:14:32,Old
CL03-SC179,Invoked Raidjin,"('Rare',)",New,2023-02-25 19:02:23,New
CL03-SC180,,,,2023-02-24 04:14:32,Old
CL03-SC180,Invoked Cocytus,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC181,,,,2023-02-24 04:14:32,Old
CL03-SC181,Invoked Purgatrio,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC182,,,,2023-02-24 04:14:32,Old
CL03-SC182,Invoked Magellanica,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC183,Invoked Mechaba,"('Prismatic Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC183,Invoked Mechaba,"('Ultra Rare', 'Secret Rare', 'Prismatic Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC184,Invoked Elysium,"('Secret Rare',)",New,2023-02-24 04:14:32,Old
CL03-SC184,Invoked Elysium,"('Ultra Rare', 'Secret Rare')",New,2023-02-25 19:02:23,New
CL03-SC186,,,,2023-02-24 04:14:32,Old
CL03-SC186,Aleister the Invoker of Madness,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC189,,,,2023-02-24 04:14:32,Old
CL03-SC189,The Book of the Law,"('Common',)",New,2023-02-25 19:02:23,New
CL03-SC190,,,,2023-02-24 04:14:32,Old
CL03-SC190,Omega Summon,"('Common',)",New,2023-02-25 19:02:23,New
TBC1-EN001,Pot of Greed,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN002,Pot of Generosity,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN003,Pot of Avarice,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN004,Pot of Benevolence,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN005,Pot of Riches,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN006,Pot of Acquisitiveness,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN007,Pot of Duality,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN008,Pot of Dichotomy,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN009,Pot of Desires,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN010,Pot of Extravagance,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN011,Pot of Prosperity,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN012,Spirit of the Pot of Greed,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN013,Moray of Greed,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-EN014,Shard of Greed,"('Ultra Parallel Rare',)",,2023-02-25 19:38:03,New
TBC1-ENS01,Pot of Greed,"('Quarter Century Secret Rare',)",,2023-02-25 19:38:03,New
