Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Series,Set type,Cover card,Version
AGOV-JP000,Age of Overlord,Magicians of Bonds and Unity,"('QCScR',)",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP003,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP003,Age of Overlord,T.G. Rocket Salamander,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP016,Age of Overlord,"Neferabyss, the Ogdoadic Overlord",,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP016,Age of Overlord,"Neferabyss, the Ogdoadic Overlord","('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP020,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP020,Age of Overlord,Dark Hole Dragon,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP032,Age of Overlord,Berfomet the Phantom Beast Dark Ruler,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP032,Age of Overlord,Berfomet the Phantom Beast Dark Ruler,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP034,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP034,Age of Overlord,T.G. Mighty Striker,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP035,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP035,Age of Overlord,T.G. Over Dragner,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP036,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP036,Age of Overlord,T.G. Glaive Blaster,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP039,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP039,Age of Overlord,Xyz Armor Torpedo,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP040,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP040,Age of Overlord,Xyz Armor Fortress,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP041,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP041,Age of Overlord,Full Armored DARK Lancer,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP043,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP043,Age of Overlord,Infernal Flame Banshee,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP046,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP046,Age of Overlord,S:P Little Night,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP049,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP049,Age of Overlord,T.G. - Break Limiter,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP050,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP050,Age of Overlord,T.G. - All Clear,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP051,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP051,Age of Overlord,Xyz Entrust,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP054,Age of Overlord,"""The Tainted Treasure Hunter Fiend""",,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP054,Age of Overlord,"""The Sinful Spoils Hunter Fiend""",,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP055,Age of Overlord,Tainted Treasure of Doom - Luciela,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP055,Age of Overlord,Sinful Spoils of Doom - Luciela,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP057,Age of Overlord,The Original Tainted Treasure - Snake-Eye,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP057,Age of Overlord,The Original Sinful Spoils - Snake-Eye,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP060,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP060,Age of Overlord,Synchro Rumble,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP070,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP070,Age of Overlord,T.G. - Close,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP071,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP071,Age of Overlord,Full Armored Xyz,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP074,Age of Overlord,Tainted Treasure of Betrayal - Silvia,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-09 12:04:25,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP074,Age of Overlord,Sinful Spoils of Betrayal - Silvia,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AT02-JP001,Advanced Tournament Pack 2013 Vol.2,Colossal Fighter,"('Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP001,Advanced Tournament Pack 2013 Vol.2,Colossal Fighter,"('Normal Parallel Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP002,Advanced Tournament Pack 2013 Vol.2,Genex Neutron,"('Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP002,Advanced Tournament Pack 2013 Vol.2,Genex Neutron,"('Normal Parallel Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP003,Advanced Tournament Pack 2013 Vol.2,Generation Shift,"('Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP003,Advanced Tournament Pack 2013 Vol.2,Generation Shift,"('Normal Parallel Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP004,Advanced Tournament Pack 2013 Vol.2,Archfiend of Gilfer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP004,Advanced Tournament Pack 2013 Vol.2,Archfiend of Gilfer,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP005,Advanced Tournament Pack 2013 Vol.2,Frequency Magician,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP005,Advanced Tournament Pack 2013 Vol.2,Frequency Magician,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP006,Advanced Tournament Pack 2013 Vol.2,Tune Warrior,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP006,Advanced Tournament Pack 2013 Vol.2,Tune Warrior,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP007,Advanced Tournament Pack 2013 Vol.2,Synchro Boost,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP007,Advanced Tournament Pack 2013 Vol.2,Synchro Boost,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP008,Advanced Tournament Pack 2013 Vol.2,Treacherous Trap Hole,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP008,Advanced Tournament Pack 2013 Vol.2,Treacherous Trap Hole,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP009,Advanced Tournament Pack 2013 Vol.2,Mecha Phantom Beast Token,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP009,Advanced Tournament Pack 2013 Vol.2,Mecha Phantom Beast Token,"('Common',)",New artwork,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT02-JP010,Advanced Tournament Pack 2013 Vol.2,Creator of Hope,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-06 00:28:55,2013-04-01,,Booster pack,,Old
AT02-JP010,Advanced Tournament Pack 2013 Vol.2,Creator of Hope,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.2_(OCG-JP),2023-07-11 11:45:00,2013-04-01,,Booster pack,,New
AT03-JP001,Advanced Tournament Pack 2013 Vol.3,Tri-Horned Dragon,"('Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-06 00:28:55,2013-07-01,,Booster pack,,Old
AT03-JP001,Advanced Tournament Pack 2013 Vol.3,Tri-Horned Dragon,"('Normal Parallel Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-11 11:44:03,2013-07-01,,Booster pack,,New
AT03-JP002,Advanced Tournament Pack 2013 Vol.3,Malefic Blue-Eyes White Dragon,"('Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-06 00:28:55,2013-07-01,,Booster pack,,Old
AT03-JP002,Advanced Tournament Pack 2013 Vol.3,Malefic Blue-Eyes White Dragon,"('Normal Parallel Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-11 11:44:03,2013-07-01,,Booster pack,,New
AT03-JP003,Advanced Tournament Pack 2013 Vol.3,Anti-Spell Fragrance,"('Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-06 00:28:55,2013-07-01,,Booster pack,,Old
AT03-JP003,Advanced Tournament Pack 2013 Vol.3,Anti-Spell Fragrance,"('Normal Parallel Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-11 11:44:03,2013-07-01,,Booster pack,,New
AT03-JP004,Advanced Tournament Pack 2013 Vol.3,Vampire's Curse,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-06 00:28:55,2013-07-01,,Booster pack,,Old
AT03-JP004,Advanced Tournament Pack 2013 Vol.3,Vampire's Curse,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Tournament_Pack_2013_Vol.3_(OCG-JP),2023-07-11 11:44:03,2013-07-01,,Booster pack,,New
