Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Series,Set type,Version
BLMR-EN031,Battles of Legend: Monstrous Revenge,Performapal Classikuriboh,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN032,Battles of Legend: Monstrous Revenge,Arms Regeneration,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN033,Battles of Legend: Monstrous Revenge,Praying Mantis,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN034,Battles of Legend: Monstrous Revenge,Guard Mantis,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN035,Battles of Legend: Monstrous Revenge,Golden Rule,"('Secret Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN036,Battles of Legend: Monstrous Revenge,Duality,"('Secret Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN037,Battles of Legend: Monstrous Revenge,Shadow's Light,"('Secret Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN038,Battles of Legend: Monstrous Revenge,Protection of the Elements,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN039,Battles of Legend: Monstrous Revenge,Blackwing - Sharnga the Waning Moon,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN040,Battles of Legend: Monstrous Revenge,Rose Shaman,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN041,Battles of Legend: Monstrous Revenge,Final Cross,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN042,Battles of Legend: Monstrous Revenge,Cattycorn,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN043,Battles of Legend: Monstrous Revenge,Photon Jumper,"('Secret Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN044,Battles of Legend: Monstrous Revenge,Mother Spider Splitter,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN045,Battles of Legend: Monstrous Revenge,Baby Spider,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN046,Battles of Legend: Monstrous Revenge,D/D/D/D Super-Dimensional Sovereign Emperor Zero Paradox,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN047,Battles of Legend: Monstrous Revenge,Additional Mirror Level 7,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN048,Battles of Legend: Monstrous Revenge,Synchro Zone,"('Secret Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN049,Battles of Legend: Monstrous Revenge,Sage of Strength - Akash,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN050,Battles of Legend: Monstrous Revenge,Sage of Wisdom - Himmel,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN051,Battles of Legend: Monstrous Revenge,Sage of Benevolence - Ciela,"('Ultra Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN052,Battles of Legend: Monstrous Revenge,Sky Striker Ace - Azalea,"('Secret Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN053,Battles of Legend: Monstrous Revenge,Volcanic Shell,"('Ultra Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN054,Battles of Legend: Monstrous Revenge,Dark Armed Dragon,"('Ultra Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN055,Battles of Legend: Monstrous Revenge,Aratama,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN056,Battles of Legend: Monstrous Revenge,SPYRAL Quik-Fix,"('Ultra Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN057,Battles of Legend: Monstrous Revenge,Knightmare Corruptor Iblee,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
