Card number,Set,Name,Rarity,Print,Quantity,Page URL,Modification date,Release,Series,Set type,Cover card,Version
DBVS-JP021,Deck Build Pack: Valiant Smashers,,,New,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-12 13:08:47,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",Old
DBVS-JP021,Deck Build Pack: Valiant Smashers,,"('Ultra Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-20 12:05:02,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",New
DBVS-JP026,Deck Build Pack: Valiant Smashers,,,Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-12 13:08:47,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",Old
DBVS-JP026,Deck Build Pack: Valiant Smashers,Draco Berserker of the Tenyi,,Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-20 12:05:02,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",New
DBVS-JP027,Deck Build Pack: Valiant Smashers,,,Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-12 13:08:47,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",Old
DBVS-JP027,Deck Build Pack: Valiant Smashers,Cyber Slash Harpie Lady,,Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-20 12:05:02,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",New
DBVS-JP036,Deck Build Pack: Valiant Smashers,,,New,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-12 13:08:47,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",Old
DBVS-JP036,Deck Build Pack: Valiant Smashers,Valmonica Scelta,"('Ultra Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-20 12:05:02,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Centurion Emet VI', 'Demone Valmonica', 'Mementoral Tecuhtlica, the Netherskull Dragon')",New
DP28-KR000,Duelist Pack: Duelists of Explosion,Salamangreat Heatleo,"('Extra Secret Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR001,Duelist Pack: Duelists of Explosion,Salamangreat of Fire,"('Ultra Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR002,Duelist Pack: Duelists of Explosion,Salamangreat Weasel,"('Super Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR003,Duelist Pack: Duelists of Explosion,Salamangreat Tiger,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR004,Duelist Pack: Duelists of Explosion,Salamangreat Burst Gryphon,"('Super Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR005,Duelist Pack: Duelists of Explosion,Salamangreat Raging Phoenix,"('Ultra Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR006,Duelist Pack: Duelists of Explosion,Salamangreat Charge,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR007,Duelist Pack: Duelists of Explosion,Salamangreat Revive,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR008,Duelist Pack: Duelists of Explosion,Salamangreat Gazelle,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR009,Duelist Pack: Duelists of Explosion,Salamangreat Spinny,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR010,Duelist Pack: Duelists of Explosion,Salamangreat Miragestallio,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR011,Duelist Pack: Duelists of Explosion,Salamangreat Balelynx,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR012,Duelist Pack: Duelists of Explosion,Salamangreat Sunlight Wolf,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR013,Duelist Pack: Duelists of Explosion,Salamangreat Sanctuary,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR014,Duelist Pack: Duelists of Explosion,Salamangreat Circle,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR015,Duelist Pack: Duelists of Explosion,Salamangreat Transcendence,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR016,Duelist Pack: Duelists of Explosion,Burning Draw,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR017,Duelist Pack: Duelists of Explosion,Salamangreat Roar,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR018,Duelist Pack: Duelists of Explosion,Volcanic Emperor,"('Ultra Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR019,Duelist Pack: Duelists of Explosion,Volcanic Trooper,"('Super Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR020,Duelist Pack: Duelists of Explosion,Volcanic Rimfire,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR021,Duelist Pack: Duelists of Explosion,Volcanic Blaze Accelerator,"('Super Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR022,Duelist Pack: Duelists of Explosion,Fire Ejection,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR023,Duelist Pack: Duelists of Explosion,Volcanic Emission,"('Super Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR024,Duelist Pack: Duelists of Explosion,Volcanic Inferno,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR025,Duelist Pack: Duelists of Explosion,Volcanic Shell,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR026,Duelist Pack: Duelists of Explosion,Volcanic Scattershot,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR027,Duelist Pack: Duelists of Explosion,Volcanic Rocket,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR028,Duelist Pack: Duelists of Explosion,Volcanic Queen,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR029,Duelist Pack: Duelists of Explosion,Volcanic Doomfire,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR030,Duelist Pack: Duelists of Explosion,Blaze Accelerator,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR031,Duelist Pack: Duelists of Explosion,Blaze Accelerator Reload,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR032,Duelist Pack: Duelists of Explosion,Battlin' Boxer Uppercutter,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR033,Duelist Pack: Duelists of Explosion,Battlin' Boxer Chief Second,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR034,Duelist Pack: Duelists of Explosion,Battlin' Boxer Promoter,"('Super Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR035,Duelist Pack: Duelists of Explosion,Number C79: Battlin' Boxer General Kaiser,"('Ultra Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR036,Duelist Pack: Duelists of Explosion,Battlin' Boxer King Dempsey,"('Super Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR037,Duelist Pack: Duelists of Explosion,Seventh Force,"('Ultra Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR038,Duelist Pack: Duelists of Explosion,Battlin' Boxing Cross Counter,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR039,Duelist Pack: Duelists of Explosion,Battlin' Boxer Headgeared,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR040,Duelist Pack: Duelists of Explosion,Battlin' Boxer Glassjaw,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR041,Duelist Pack: Duelists of Explosion,Battlin' Boxer Switchitter,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR042,Duelist Pack: Duelists of Explosion,Number 105: Battlin' Boxer Star Cestus,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR043,Duelist Pack: Duelists of Explosion,Number C105: Battlin' Boxer Comet Cestus,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR044,Duelist Pack: Duelists of Explosion,Number 79: Battlin' Boxer Nova Kaiser,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-KR045,Duelist Pack: Duelists of Explosion,Battlin' Boxing Spirits,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-KR),2023-08-17 06:59:36,2023-08-17,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
EP16-JP001,Extra Pack 2016,Kozmo Farmgirl,"('Ultra Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP001,Extra Pack 2016,Kozmo Farmgirl,"('Ultra Rare', 'Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP002,Extra Pack 2016,Kozmo Goodwitch,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP002,Extra Pack 2016,Kozmo Goodwitch,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP003,Extra Pack 2016,Kozmo Sliprider,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP003,Extra Pack 2016,Kozmo Sliprider,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP004,Extra Pack 2016,Kozmo Forerunner,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP004,Extra Pack 2016,Kozmo Forerunner,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP005,Extra Pack 2016,Kozmo Strawman,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP005,Extra Pack 2016,Kozmo Strawman,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP006,Extra Pack 2016,Kozmoll Wickedwitch,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP006,Extra Pack 2016,Kozmoll Wickedwitch,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP007,Extra Pack 2016,Kozmo DOG Fighter,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP007,Extra Pack 2016,Kozmo DOG Fighter,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP008,Extra Pack 2016,Kozmo Dark Destroyer,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP008,Extra Pack 2016,Kozmo Dark Destroyer,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP009,Extra Pack 2016,Kozmo Tincan,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
EP16-JP009,Extra Pack 2016,Kozmo Tincan,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,2016-09-10,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-JP010,Extra Pack 2016,Kozmo Soartroopers,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-JP),2023-07-09 01:50:05,,,,,Old
