Name,Password,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Monster type,DEF,ATK,Version
Battlin' Boxer Glassjaw,05361647,"(""Battlin' Boxer"",)","('Trigger Effect',)",Unlimited,Unlimited,Battlin' Boxer Glassjaw,https://yugipedia.com/wiki/Battlin%27_Boxer_Glassjaw,,2023-05-27 11:20:41,,Warrior,0,2000,Old
Battlin' Boxer Glassjaw,05361647,"(""Battlin' Boxer"",)","('Trigger Effect',)",Unlimited,Unlimited,Battlin' Boxer Glassjaw,https://yugipedia.com/wiki/Battlin%27_Boxer_Glassjaw,,2023-07-31 19:02:54,"('Any',)",Warrior,0,2000,New
Battlin' Boxer Headgeared,79867938,"(""Battlin' Boxer"",)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Battlin' Boxer Headgeared,https://yugipedia.com/wiki/Battlin%27_Boxer_Headgeared,,2023-05-27 11:19:31,,Warrior,1800,1000,Old
Battlin' Boxer Headgeared,79867938,"(""Battlin' Boxer"",)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Battlin' Boxer Headgeared,https://yugipedia.com/wiki/Battlin%27_Boxer_Headgeared,,2023-07-31 19:02:07,"('Any',)",Warrior,1800,1000,New
Battlin' Boxer King Dempsey,46804536,"(""Battlin' Boxer"",)","('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Battlin' Boxer King Dempsey,https://yugipedia.com/wiki/Battlin%27_Boxer_King_Dempsey,,2023-05-27 11:14:36,,Warrior,1800,2300,Old
Battlin' Boxer King Dempsey,46804536,"(""Battlin' Boxer"",)","('Condition', 'Quick Effect', 'Trigger Effect')",Not yet released,Unlimited,Battlin' Boxer King Dempsey,https://yugipedia.com/wiki/Battlin%27_Boxer_King_Dempsey,,2023-07-31 16:24:43,,Warrior,1800,2300,New
Battlin' Boxer Promoter,83315222,"(""Battlin' Boxer"",)","('Condition', 'Ignition Effect')",,Unlimited,Battlin' Boxer Promoter,https://yugipedia.com/wiki/Battlin%27_Boxer_Promoter,,2023-05-27 11:10:23,,Warrior,800,1700,Old
Battlin' Boxer Promoter,83315222,"(""Battlin' Boxer"",)","('Condition', 'Ignition Effect')",Not yet released,Unlimited,Battlin' Boxer Promoter,https://yugipedia.com/wiki/Battlin%27_Boxer_Promoter,,2023-07-31 16:18:17,,Warrior,800,1700,New
Battlin' Boxer Shadow,35537251,"(""Battlin' Boxer"",)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Battlin' Boxer Shadow,https://yugipedia.com/wiki/Battlin%27_Boxer_Shadow,,2023-03-18 04:18:03,,Warrior,1400,1800,Old
Battlin' Boxer Shadow,35537251,"(""Battlin' Boxer"",)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Battlin' Boxer Shadow,https://yugipedia.com/wiki/Battlin%27_Boxer_Shadow,,2023-08-01 02:32:03,"('Any',)",Warrior,1400,1800,New
Battlin' Boxer Switchitter,68144350,"(""Battlin' Boxer"",)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Battlin' Boxer Switchitter,https://yugipedia.com/wiki/Battlin%27_Boxer_Switchitter,,2023-05-27 11:21:43,,Warrior,1400,1500,Old
Battlin' Boxer Switchitter,68144350,"(""Battlin' Boxer"",)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Battlin' Boxer Switchitter,https://yugipedia.com/wiki/Battlin%27_Boxer_Switchitter,,2023-07-31 19:03:37,"('Any',)",Warrior,1400,1500,New
Battlin' Boxer Uppercutter,11522479,"(""Battlin' Boxer"",)","('Condition', 'Trigger Effect')",,Unlimited,Battlin' Boxer Uppercutter,https://yugipedia.com/wiki/Battlin%27_Boxer_Uppercutter,,2023-05-27 11:08:08,,Warrior,200,1600,Old
Battlin' Boxer Uppercutter,11522479,"(""Battlin' Boxer"",)","('Condition', 'Trigger Effect')",Not yet released,Unlimited,Battlin' Boxer Uppercutter,https://yugipedia.com/wiki/Battlin%27_Boxer_Uppercutter,,2023-07-31 15:46:07,,Warrior,200,1600,New
Battlin' Boxing Cross Counter,19688343,"(""Battlin' Boxing"", 'Counter (archetype)')","('Condition', 'Effect')",,Unlimited,Battlin' Boxing Cross Counter,https://yugipedia.com/wiki/Battlin%27_Boxing_Cross_Counter,,2023-05-27 11:18:10,,,,,Old
Battlin' Boxing Cross Counter,19688343,"(""Battlin' Boxing"", 'Counter (archetype)')","('Condition', 'Effect')",Not yet released,Unlimited,Battlin' Boxing Cross Counter,https://yugipedia.com/wiki/Battlin%27_Boxing_Cross_Counter,,2023-07-31 15:51:55,,,,,New
Battlin' Boxing Spirits,36916401,"(""Battlin' Boxing"",)","('Condition', 'Effect')",Unlimited,Unlimited,Battlin' Boxing Spirits,https://yugipedia.com/wiki/Battlin%27_Boxing_Spirits,,2023-05-27 15:51:59,,,,,Old
Battlin' Boxing Spirits,36916401,"(""Battlin' Boxing"",)","('Condition', 'Effect')",Unlimited,Unlimited,Battlin' Boxing Spirits,https://yugipedia.com/wiki/Battlin%27_Boxing_Spirits,,2023-07-31 19:07:49,"('Any',)",,,,New
Blaze Accelerator Reload,52198054,"('Blaze Accelerator (archetype)',)","('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,Blaze Accelerator Reload,https://yugipedia.com/wiki/Blaze_Accelerator_Reload,,2023-06-19 20:41:33,,,,,Old
Blaze Accelerator Reload,52198054,"('Blaze Accelerator (archetype)',)","('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,Blaze Accelerator Reload,https://yugipedia.com/wiki/Blaze_Accelerator_Reload,,2023-07-31 18:59:23,"('Any',)",,,,New
Dark Magician,36996508,"('Dark Magician (archetype)',)",,Unlimited,Unlimited,Dark Magician (Arkana),https://yugipedia.com/wiki/Dark_Magician_(Arkana),,2023-07-20 22:38:13,"('Name', 'Type')",Spellcaster,2100,2500,Old
Dark Magician,46986414,"('Dark Magician (archetype)',)",,Unlimited,Unlimited,Dark Magician,https://yugipedia.com/wiki/Dark_Magician,"('Alternate',)",2023-07-21 03:05:48,"('Name', 'Type')",Spellcaster,2100,2500,Old
Dark Magician,36996508,"('Dark Magician (archetype)',)",,Unlimited,Unlimited,Dark Magician (Arkana),https://yugipedia.com/wiki/Dark_Magician_(Arkana),,2023-08-04 19:37:40,"('Name', 'Type')",Spellcaster,2100,2500,New
Dark Magician,46986414,"('Dark Magician (archetype)',)",,Unlimited,Unlimited,Dark Magician,https://yugipedia.com/wiki/Dark_Magician,"('Alternate',)",2023-08-04 19:55:48,"('Name', 'Type')",Spellcaster,2100,2500,New
Demone Valmonica,,"('Valmonica',)","('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",,Not yet released,Demone Valmonica,https://yugipedia.com/wiki/Demone_Valmonica,,2023-08-04 12:20:58,,Fiend,2100,1200,New
Dimension Dice,47292920,,"('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,Dimension Dice,https://yugipedia.com/wiki/Dimension_Dice,,2023-03-18 13:16:33,,,,,Old
Dimension Dice,47292920,,"('Effect',)",Unlimited,Unlimited,Dimension Dice,https://yugipedia.com/wiki/Dimension_Dice,,2023-07-31 12:02:22,,,,,New
Divine Oddity of Valmonica - Zebufera,,"('Valmonica',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Not yet released,Divine Oddity of Valmonica - Zebufera,https://yugipedia.com/wiki/Divine_Oddity_of_Valmonica_-_Zebufera,,2023-08-04 12:25:55,,Fiend,,2500,New
Dragon Revival Rhapsody,71867500,,"('Activation condition', 'Condition', 'Effect', 'Lingering effect')",Unlimited,Unlimited,Dragon Revival Rhapsody,https://yugipedia.com/wiki/Dragon_Revival_Rhapsody,,2023-03-15 01:57:48,,,,,Old
Dragon Revival Rhapsody,71867500,,"('Condition', 'Effect', 'Lingering effect')",Unlimited,Unlimited,Dragon Revival Rhapsody,https://yugipedia.com/wiki/Dragon_Revival_Rhapsody,,2023-07-31 12:03:40,,,,,New
Fire Ejection,11654067,,"('Condition', 'Effect')",,Unlimited,Fire Ejection,https://yugipedia.com/wiki/Fire_Ejection,,2023-06-28 12:26:16,,,,,Old
Fire Ejection,11654067,,"('Condition', 'Effect')",Not yet released,Unlimited,Fire Ejection,https://yugipedia.com/wiki/Fire_Ejection,,2023-08-02 08:06:41,,,,,New
Flametongue the Blazing Magical Blade,,,"('Condition', 'Continuous Effect', 'Ignition Effect')",,Not yet released,Flametongue the Blazing Magical Blade,https://yugipedia.com/wiki/Flametongue_the_Blazing_Magical_Blade,,2023-06-07 12:16:36,,Warrior,,1400,Old
Flametongue the Blazing Magical Blade,25577965,,"('Condition', 'Continuous Effect', 'Ignition Effect')",,Unlimited,Flametongue the Blazing Magical Blade,https://yugipedia.com/wiki/Flametongue_the_Blazing_Magical_Blade,,2023-08-04 10:06:30,,Warrior,,1400,New
Gatebridgeo the Waterfront Warbeast,,"('Match winner',)","('Condition', 'Summoning condition')",Illegal,,Gatebridgeo the Waterfront Warbeast,https://yugipedia.com/wiki/Gatebridgeo_the_Waterfront_Warbeast,,2023-08-06 19:32:26,,Dinosaur,2000,2500,New
Jurrac Protops,23927545,"('Jurrac',)","('Continuous Effect',)",Unlimited,Unlimited,Jurrac Protops,https://yugipedia.com/wiki/Jurrac_Protops,,2023-03-19 10:44:35,,Dinosaur,1200,1700,Old
Jurrac Protops,23927545,"('Jurrac',)","('Continuous Effect',)",Unlimited,Unlimited,Jurrac Protops,https://yugipedia.com/wiki/Jurrac_Protops,,2023-03-19 10:44:35,"('Any',)",Dinosaur,1200,1700,New
Last Counter,86049351,"('Counter (archetype)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Last Counter,https://yugipedia.com/wiki/Last_Counter,"('Edited',)",2023-04-06 12:14:50,,,,,Old
Last Counter,86049351,"('Counter (archetype)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Last Counter,https://yugipedia.com/wiki/Last_Counter,"('Edited',)",2023-08-01 02:35:21,"('Any',)",,,,New
"Masterful Magician, Servant of the Sanctuary",,"('Match winner',)","('Condition', 'Summoning condition')",Illegal,,"Masterful Magician, Servant of the Sanctuary","https://yugipedia.com/wiki/Masterful_Magician,_Servant_of_the_Sanctuary",,2023-08-06 19:33:15,,Spellcaster,2100,2500,New
Megarock Dragon,71544954,,"('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,Megarock Dragon,https://yugipedia.com/wiki/Megarock_Dragon,,2023-03-19 16:07:22,"('Any',)",Rock,?,?,Old
Megarock Dragon,71544954,,"('Summoning condition', 'Unclassified effect')",Unlimited,Unlimited,Megarock Dragon,https://yugipedia.com/wiki/Megarock_Dragon,,2023-07-31 15:10:47,"('Any',)",Rock,?,?,New
Nimble Sunfish,02843014,"('Nimble',)","('Trigger Effect',)",Unlimited,Unlimited,Nimble Sunfish,https://yugipedia.com/wiki/Nimble_Sunfish,,2023-07-28 08:39:39,,Fish,100,1000,Old
Nimble Sunfish,02843014,"('Konami Arcade Games', 'Nimble')","('Trigger Effect',)",Unlimited,Unlimited,Nimble Sunfish,https://yugipedia.com/wiki/Nimble_Sunfish,,2023-07-31 23:28:18,,Fish,100,1000,New
Number 105: Battlin' Boxer Star Cestus,59627393,"(""Battlin' Boxer"", 'Number', 'Number (Spell/Trap archetype)', 'Number 10X')","('Quick Effect',)",Unlimited,Unlimited,Number 105: Battlin' Boxer Star Cestus,https://yugipedia.com/wiki/Number_105:_Battlin%27_Boxer_Star_Cestus,,2023-05-27 11:23:20,,Warrior,1600,2500,Old
Number 105: Battlin' Boxer Star Cestus,59627393,"(""Battlin' Boxer"", 'Number', 'Number (Spell/Trap archetype)', 'Number 10X')","('Quick Effect',)",Unlimited,Unlimited,Number 105: Battlin' Boxer Star Cestus,https://yugipedia.com/wiki/Number_105:_Battlin%27_Boxer_Star_Cestus,,2023-07-31 19:04:24,"('Any',)",Warrior,1600,2500,New
Number 79: Battlin' Boxer Nova Kaiser,71921856,"(""Battlin' Boxer"", 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Number 79: Battlin' Boxer Nova Kaiser,https://yugipedia.com/wiki/Number_79:_Battlin%27_Boxer_Nova_Kaiser,,2023-05-27 11:27:59,,Warrior,1600,2300,Old
Number 79: Battlin' Boxer Nova Kaiser,71921856,"(""Battlin' Boxer"", 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Number 79: Battlin' Boxer Nova Kaiser,https://yugipedia.com/wiki/Number_79:_Battlin%27_Boxer_Nova_Kaiser,,2023-07-31 19:06:53,"('Any',)",Warrior,1600,2300,New
Number C105: Battlin' Boxer Comet Cestus,85121942,"(""Battlin' Boxer"", 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Number C105: Battlin' Boxer Comet Cestus,https://yugipedia.com/wiki/Number_C105:_Battlin%27_Boxer_Comet_Cestus,,2023-06-29 14:15:23,,Warrior,2000,2800,Old
Number C105: Battlin' Boxer Comet Cestus,85121942,"(""Battlin' Boxer"", 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Number C105: Battlin' Boxer Comet Cestus,https://yugipedia.com/wiki/Number_C105:_Battlin%27_Boxer_Comet_Cestus,,2023-07-31 19:05:20,"('Any',)",Warrior,2000,2800,New
Number C79: Battlin' Boxer Commander Caesar,10300821,"(""Battlin' Boxer"", 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",,Unlimited,Number C79: Battlin' Boxer Commander Caesar,https://yugipedia.com/wiki/Number_C79:_Battlin%27_Boxer_Commander_Caesar,,2023-06-29 14:15:20,,Warrior,2000,2600,Old
Number C79: Battlin' Boxer General Kaiser,10300821,"(""Battlin' Boxer"", 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Not yet released,Unlimited,Number C79: Battlin' Boxer General Kaiser,https://yugipedia.com/wiki/Number_C79:_Battlin%27_Boxer_General_Kaiser,,2023-07-31 16:28:24,,Warrior,2000,2600,New
Odd Deity of Valmonica - Giurarme,,"('Valmonica',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",,Not yet released,Odd Deity of Valmonica - Giurarme,https://yugipedia.com/wiki/Odd_Deity_of_Valmonica_-_Giurarme,,2023-08-04 12:25:03,,Fairy,,2500,New
Rescue Hedgehog,,"('Rescue Squad',)",,,Not yet released,Rescue Hedgehog,https://yugipedia.com/wiki/Rescue_Hedgehog,,2023-07-18 14:48:44,,,???,???,Old
Rescue Hedgehog,,"('Rescue Squad',)",,,Not yet released,Rescue Hedgehog,https://yugipedia.com/wiki/Rescue_Hedgehog,,2023-08-07 03:13:52,,Beast,100,300,New
Salamangreat Burst Gryphon,10140443,"('Salamangreat',)","('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Salamangreat Burst Gryphon,https://yugipedia.com/wiki/Salamangreat_Burst_Gryphon,,2023-06-19 21:31:58,,Cyberse,2000,2800,Old
Salamangreat Burst Gryphon,10140443,"('Salamangreat',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Not yet released,Unlimited,Salamangreat Burst Gryphon,https://yugipedia.com/wiki/Salamangreat_Burst_Gryphon,,2023-07-31 16:21:32,,Cyberse,2000,2800,New
Salamangreat Charge,83533296,"('Salamangreat',)","('Condition', 'Effect')",,Unlimited,Salamangreat Charge,https://yugipedia.com/wiki/Salamangreat_Charge,,2023-06-24 12:44:24,,,,,Old
Salamangreat Charge,83533296,"('Salamangreat',)","('Condition', 'Effect')",Not yet released,Unlimited,Salamangreat Charge,https://yugipedia.com/wiki/Salamangreat_Charge,,2023-07-31 15:41:37,,,,,New
Salamangreat Circle,52155219,"('Salamangreat',)","('Condition', 'Effect')",Unlimited,Unlimited,Salamangreat Circle,https://yugipedia.com/wiki/Salamangreat_Circle,,2023-05-27 10:42:39,,,,,Old
Salamangreat Circle,52155219,"('Salamangreat',)","('Condition', 'Effect')",Unlimited,Unlimited,Salamangreat Circle,https://yugipedia.com/wiki/Salamangreat_Circle,,2023-07-31 18:48:25,"('Any',)",,,,New
Salamangreat Rage,14934922,"('Salamangreat',)","('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,Salamangreat Rage,https://yugipedia.com/wiki/Salamangreat_Rage,,2023-03-20 06:52:42,,,,,Old
Salamangreat Rage,14934922,"('Salamangreat',)","('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,Salamangreat Rage,https://yugipedia.com/wiki/Salamangreat_Rage,,2023-07-31 19:13:18,"('Any',)",,,,New
Salamangreat Raging Phoenix,57134592,"('Salamangreat',)","('Condition', 'Trigger Effect')",,Unlimited,Salamangreat Raging Phoenix,https://yugipedia.com/wiki/Salamangreat_Raging_Phoenix,,2023-06-19 21:31:29,,Cyberse,,2800,Old
Salamangreat Raging Phoenix,57134592,"('Salamangreat',)","('Condition', 'Trigger Effect')",Not yet released,Unlimited,Salamangreat Raging Phoenix,https://yugipedia.com/wiki/Salamangreat_Raging_Phoenix,,2023-07-31 15:38:57,,Cyberse,,2800,New
Salamangreat Revive,19027895,"('Salamangreat',)","('Condition', 'Effect', 'Quick-like Effect')",,Unlimited,Salamangreat Revive,https://yugipedia.com/wiki/Salamangreat_Revive,,2023-05-27 10:30:06,,,,,Old
Salamangreat Revive,19027895,"('Salamangreat',)","('Condition', 'Effect', 'Quick-like Effect')",Not yet released,Unlimited,Salamangreat Revive,https://yugipedia.com/wiki/Salamangreat_Revive,,2023-07-31 15:43:15,,,,,New
Salamangreat Teeger,84755744,"('Salamangreat',)","('Condition', 'Ignition Effect', 'Unclassified effect')",,Unlimited,Salamangreat Teeger,https://yugipedia.com/wiki/Salamangreat_Teeger,,2023-05-27 10:23:52,,Cyberse,500,2000,Old
Salamangreat Tiger,84755744,"('Salamangreat',)","('Condition', 'Ignition Effect', 'Unclassified effect')",Not yet released,Unlimited,Salamangreat Tiger,https://yugipedia.com/wiki/Salamangreat_Tiger,,2023-07-31 16:23:10,,Cyberse,500,2000,New
Salamangreat Weasel,57357130,"('Salamangreat',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Not yet released,Unlimited,Salamangreat Weasel,https://yugipedia.com/wiki/Salamangreat_Weasel,,2023-07-31 15:59:41,,Cyberse,1400,700,New
Salamangreat Wheesel,57357130,"('Salamangreat',)","('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Salamangreat Wheesel,https://yugipedia.com/wiki/Salamangreat_Wheesel,,2023-05-27 10:22:37,,Cyberse,1400,700,Old
Salamangreat of Fire,11962031,"('Salamangreat',)","('Condition', 'Trigger Effect')",,Unlimited,Salamangreat of Fire,https://yugipedia.com/wiki/Salamangreat_of_Fire,,2023-06-19 21:29:18,,Cyberse,800,800,Old
Salamangreat of Fire,11962031,"('Salamangreat',)","('Condition', 'Trigger Effect')",Not yet released,Unlimited,Salamangreat of Fire,https://yugipedia.com/wiki/Salamangreat_of_Fire,,2023-07-31 15:33:30,,Cyberse,800,800,New
Seventh Force,83293635,"('Seventh',)","('Effect',)",,Unlimited,Seventh Force,https://yugipedia.com/wiki/Seventh_Force,,2023-05-27 11:16:28,,,,,Old
Seventh Force,83293635,"('Seventh',)","('Effect',)",Not yet released,Unlimited,Seventh Force,https://yugipedia.com/wiki/Seventh_Force,,2023-07-31 16:15:52,,,,,New
Sirenorca,50074392,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Sirenorca,https://yugipedia.com/wiki/Sirenorca,,2023-03-20 08:27:47,,Winged Beast,1000,2200,Old
Sirenorca,50074392,,"('Lingering effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Sirenorca,https://yugipedia.com/wiki/Sirenorca,,2023-07-31 16:25:42,,Winged Beast,1000,2200,New
Tri-Blaze Accelerator,21420702,"('Blaze Accelerator (archetype)',)","('Condition', 'Cost', 'Ignition-like Effect')",Unlimited,Unlimited,Tri-Blaze Accelerator,https://yugipedia.com/wiki/Tri-Blaze_Accelerator,,2023-06-19 20:42:35,,,,,Old
Tri-Blaze Accelerator,21420702,"('Blaze Accelerator (archetype)',)","('Condition', 'Cost', 'Ignition-like Effect')",Unlimited,Unlimited,Tri-Blaze Accelerator,https://yugipedia.com/wiki/Tri-Blaze_Accelerator,,2023-08-01 02:28:44,"('Any',)",,,,New
Unchained Soul Lord of Yama,24269961,"('Unchained', 'Unchained Soul')","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Unchained Soul Lord of Yama,https://yugipedia.com/wiki/Unchained_Soul_Lord_of_Yama,,2023-07-28 05:54:25,,Fiend,,2000,Old
Unchained Soul Lord of Yama,24269961,"('Unchained', 'Unchained Soul')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Unchained Soul Lord of Yama,https://yugipedia.com/wiki/Unchained_Soul_Lord_of_Yama,,2023-08-04 02:56:14,,Fiend,,2000,New
Valmonica Intonare,,"('Valmonica',)","('Condition', 'Effect')",,Not yet released,Valmonica Intonare,https://yugipedia.com/wiki/Valmonica_Intonare,,2023-08-04 12:28:30,,,,,New
Valmonica Versare,,"('Valmonica',)","('Condition', 'Effect')",,Not yet released,Valmonica Versare,https://yugipedia.com/wiki/Valmonica_Versare,,2023-08-04 12:28:08,,,,,New
Valmonica of the Guiding Rhythm,,"('Valmonica',)","('Condition', 'Effect')",,Not yet released,Valmonica of the Guiding Rhythm,https://yugipedia.com/wiki/Valmonica_of_the_Guiding_Rhythm,,2023-08-04 12:29:19,,,,,New
Valmonica of the Selecting Melody,,"('Valmonica',)","('Condition', 'Effect')",,Not yet released,Valmonica of the Selecting Melody,https://yugipedia.com/wiki/Valmonica_of_the_Selecting_Melody,,2023-08-04 12:30:28,,,,,New
Volcanic Blaze Accelerator,85250352,"('Blaze Accelerator (archetype)', 'Volcanic')","('Cost', 'Ignition-like Effect', 'Unclassified effect')",,Unlimited,Volcanic Blaze Accelerator,https://yugipedia.com/wiki/Volcanic_Blaze_Accelerator,,2023-06-19 20:43:05,,,,,Old
Volcanic Blaze Accelerator,85250352,"('Blaze Accelerator (archetype)', 'Volcanic')","('Cost', 'Ignition-like Effect', 'Unclassified effect')",Not yet released,Unlimited,Volcanic Blaze Accelerator,https://yugipedia.com/wiki/Volcanic_Blaze_Accelerator,,2023-07-31 15:22:19,,,,,New
Volcanic Doomfire,32543380,"('Volcanic',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Volcanic Doomfire,https://yugipedia.com/wiki/Volcanic_Doomfire,,2023-06-19 20:42:15,,Pyro,1800,3000,Old
Volcanic Doomfire,32543380,"('Volcanic',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Volcanic Doomfire,https://yugipedia.com/wiki/Volcanic_Doomfire,,2023-07-31 18:57:09,"('Any',)",Pyro,1800,3000,New
Volcanic Emission,58143766,"('Volcanic',)","('Condition', 'Effect')",,Unlimited,Volcanic Emission,https://yugipedia.com/wiki/Volcanic_Emission,,2023-05-27 10:55:50,,,,,Old
Volcanic Emission,58143766,"('Volcanic',)","('Condition', 'Effect')",Not yet released,Unlimited,Volcanic Emission,https://yugipedia.com/wiki/Volcanic_Emission,,2023-07-31 15:27:07,,,,,New
Volcanic Emperor,46412900,"('Volcanic',)","('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Volcanic Emperor,https://yugipedia.com/wiki/Volcanic_Emperor,,2023-05-27 10:49:23,,Pyro,2400,3100,Old
Volcanic Emperor,46412900,"('Volcanic',)","('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,Unlimited,Volcanic Emperor,https://yugipedia.com/wiki/Volcanic_Emperor,,2023-07-31 15:15:29,,Pyro,2400,3100,New
Volcanic Inferno,84138874,"('Volcanic',)","('Condition', 'Quick-like Effect')",,Unlimited,Volcanic Inferno,https://yugipedia.com/wiki/Volcanic_Inferno,,2023-06-19 20:43:20,,,,,Old
Volcanic Inferno,84138874,"('Volcanic',)","('Condition', 'Quick-like Effect')",Not yet released,Unlimited,Volcanic Inferno,https://yugipedia.com/wiki/Volcanic_Inferno,,2023-07-31 16:05:33,,,,,New
Volcanic Queen,63014935,"('Volcanic',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Volcanic Queen,https://yugipedia.com/wiki/Volcanic_Queen,,2023-05-27 11:02:20,,Pyro,1200,2500,Old
