Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Series,Set type,Cover card,Version
23HP-JA106,Hidden Chapter Pack 2023 Vol.2,Number 58: Burner Visor,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-14 07:25:01,2023-07-22,,Booster pack,,Old
23HP-JA201,Hidden Chapter Pack 2023 Vol.2,Thunder King Rai-Oh,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA201,Hidden Chapter Pack 2023 Vol.2,Thunder King Rai-Oh,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA201,Hidden Chapter Pack 2023 Vol.2,Thunder King Rai-Oh,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA201,Hidden Chapter Pack 2023 Vol.2,Thunder King Rai-Oh,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA202,Hidden Chapter Pack 2023 Vol.2,Ido the Supreme Magical Force,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA202,Hidden Chapter Pack 2023 Vol.2,Ido the Supreme Magical Force,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA202,Hidden Chapter Pack 2023 Vol.2,Ido the Supreme Magical Force,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA202,Hidden Chapter Pack 2023 Vol.2,Ido the Supreme Magical Force,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA203,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Revolution Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA203,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Revolution Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA203,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Revolution Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA203,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Revolution Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA204,Hidden Chapter Pack 2023 Vol.2,Hot Red Dragon Archfiend,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA204,Hidden Chapter Pack 2023 Vol.2,Hot Red Dragon Archfiend,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA204,Hidden Chapter Pack 2023 Vol.2,Hot Red Dragon Archfiend,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA204,Hidden Chapter Pack 2023 Vol.2,Hot Red Dragon Archfiend,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA205,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Wing Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA205,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Wing Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA205,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Wing Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA205,Hidden Chapter Pack 2023 Vol.2,Odd-Eyes Wing Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA206,Hidden Chapter Pack 2023 Vol.2,Number 58: Burner Visor,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA206,Hidden Chapter Pack 2023 Vol.2,Number 58: Burner Visor,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA206,Hidden Chapter Pack 2023 Vol.2,Number 58: Burner Visor,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23HP-JA206,Hidden Chapter Pack 2023 Vol.2,Number 58: Burner Visor,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Hidden_Chapter_Pack_2023_Vol.2_(OCG-JA),2023-07-22 06:36:37,2023-07-22,,Booster pack,,New
23TP-JP301,Top Prize Pack 2023 Vol.3,Battlin' Boxer Lead Yoke,"('Super Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Top_Prize_Pack_2023_Vol.3_(OCG-JP),2023-07-22 09:45:29,2023-07-01,,Booster pack,,New
23TP-JP302,Top Prize Pack 2023 Vol.3,Transcode Talker,"('Super Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Top_Prize_Pack_2023_Vol.3_(OCG-JP),2023-07-22 09:45:29,2023-07-01,,Booster pack,,New
5DS1-DE021,Starter Deck: Yu-Gi-Oh! 5D's,Synchro Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-DE),2023-04-23 20:03:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-DE021,Starter Deck: Yu-Gi-Oh! 5D's,Synch Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-DE),2023-07-19 08:43:50,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-DE022,Starter Deck: Yu-Gi-Oh! 5D's,Synchronized Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-DE),2023-04-23 20:03:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-DE022,Starter Deck: Yu-Gi-Oh! 5D's,Synch Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-DE),2023-07-19 08:43:50,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-EN021,Starter Deck: Yu-Gi-Oh! 5D's,Synchro Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-EN),2023-03-23 12:00:17,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-EN021,Starter Deck: Yu-Gi-Oh! 5D's,Synch Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-EN),2023-07-19 11:06:41,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-EN022,Starter Deck: Yu-Gi-Oh! 5D's,Synchronized Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-EN),2023-03-23 12:00:17,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-EN022,Starter Deck: Yu-Gi-Oh! 5D's,Synch Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-EN),2023-07-19 11:06:41,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-FR021,Starter Deck: Yu-Gi-Oh! 5D's,Synchro Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-FR),2023-04-23 20:05:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-FR021,Starter Deck: Yu-Gi-Oh! 5D's,Synch Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-FR),2023-07-19 08:43:46,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-FR022,Starter Deck: Yu-Gi-Oh! 5D's,Synchronized Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-FR),2023-04-23 20:05:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-FR022,Starter Deck: Yu-Gi-Oh! 5D's,Synch Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-FR),2023-07-19 08:43:46,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-IT021,Starter Deck: Yu-Gi-Oh! 5D's,Synchro Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-IT),2023-04-23 20:07:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-IT021,Starter Deck: Yu-Gi-Oh! 5D's,Synch Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-IT),2023-07-19 08:43:48,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-IT022,Starter Deck: Yu-Gi-Oh! 5D's,Synchronized Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-IT),2023-04-23 20:07:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-IT022,Starter Deck: Yu-Gi-Oh! 5D's,Synch Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-IT),2023-07-19 08:43:48,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-SP021,Starter Deck: Yu-Gi-Oh! 5D's,Synchro Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-SP),2023-04-23 20:09:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-SP021,Starter Deck: Yu-Gi-Oh! 5D's,Synch Blast Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-SP),2023-07-19 08:43:49,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
5DS1-SP022,Starter Deck: Yu-Gi-Oh! 5D's,Synchronized Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-SP),2023-04-23 20:09:27,2008-08-05,,Starter Deck,"('Junk Warrior',)",Old
5DS1-SP022,Starter Deck: Yu-Gi-Oh! 5D's,Synch Realm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Yu-Gi-Oh!_5D%27s_(TCG-SP),2023-07-19 08:43:49,2008-08-05,,Starter Deck,"('Junk Warrior',)",New
????-EN???,Battles of Legend: Chapter 1,"Chaos Emperor, the Dragon of Armageddon",,,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Chapter_1_(TCG-EN),2023-07-20 17:08:01,2024-02-22,Battles of Legend,Collector's Set,,New
????-EN???,Battles of Legend: Chapter 1,Number 90: Galaxy-Eyes Photon Lord,,,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Chapter_1_(TCG-EN),2023-07-20 17:08:01,2024-02-22,Battles of Legend,Collector's Set,,New
????-EN???,Battles of Legend: Chapter 1,Number 39: Utopia,,,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Chapter_1_(TCG-EN),2023-07-20 17:08:01,2024-02-22,Battles of Legend,Collector's Set,,New
AGOV-JP001,Age of Overlord,Supreme King Gate Magician,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP001,Age of Overlord,Supreme King Gate Magician,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP001,Age of Overlord +1 Bonus Pack,Supreme King Gate Magician,"('Super Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_%2B1_Bonus_Pack_(OCG-JP),2023-07-21 07:55:09,2023-07-22,,Booster pack,,New
AGOV-JP003,Age of Overlord,T.G. Rocket Salamander,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP003,Age of Overlord,T.G. Rocket Salamander,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP003,Age of Overlord +1 Bonus Pack,T.G. Rocket Salamander,"('Super Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_%2B1_Bonus_Pack_(OCG-JP),2023-07-21 07:55:09,2023-07-22,,Booster pack,,New
AGOV-JP005,Age of Overlord,Veda Upanishad,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP005,Age of Overlord,Veda Upanishad,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP005,Age of Overlord +1 Bonus Pack,Veda Upanishad,"('Ultra Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_%2B1_Bonus_Pack_(OCG-JP),2023-07-21 07:55:09,2023-07-22,,Booster pack,,New
AGOV-JP006,Age of Overlord,Diabellestarr the Dark Witch,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP006,Age of Overlord +1 Bonus Pack,Diabellestarr the Dark Witch,"('Ultra Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_%2B1_Bonus_Pack_(OCG-JP),2023-07-21 07:55:09,2023-07-22,,Booster pack,,New
AGOV-JP006,Age of Overlord,Diabellestarr the Dark Witch,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP007,Age of Overlord,Snake-Eye Excel,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP007,Age of Overlord,Snake-Eye Excel,"('Super Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP007,Age of Overlord +1 Bonus Pack,Snake-Eye Excel,"('Super Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_%2B1_Bonus_Pack_(OCG-JP),2023-07-21 07:55:09,2023-07-22,,Booster pack,,New
AGOV-JP008,Age of Overlord,Snake-Eye Oark,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP008,Age of Overlord,Snake-Eye Oark,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP009,Age of Overlord,Snake-Eye Wight Birch,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP009,Age of Overlord,Snake-Eye Wight Birch,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP010,Age of Overlord,Snake-Eyes Flamberge Dragon,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-16 12:16:01,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",Old
AGOV-JP010,Age of Overlord,Snake-Eyes Flamberge Dragon,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-07-21 07:41:23,2023-07-22,Core Booster,Booster pack,"('Supreme Celestial King Odd-Eyes Arc-Ray Dragon',)",New
AGOV-JP010,Age of Overlord +1 Bonus Pack,Snake-Eyes Flamberge Dragon,"('Ultra Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_%2B1_Bonus_Pack_(OCG-JP),2023-07-21 07:55:09,2023-07-22,,Booster pack,,New
