Card number,Set,Name,Rarity,Print,Quantity,Page URL,Modification date,Release,Series,Set type,Cover card,Version
AE18-KRS15,Advanced Event Pack 2023 Vol.1 Version 2,The Weather Painter Snow,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS16,Advanced Event Pack 2023 Vol.1 Version 2,Stardust Charge Warrior,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS17,Advanced Event Pack 2023 Vol.1 Version 2,Prediction Princess Tarotrei,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS18,Advanced Event Pack 2023 Vol.1 Version 2,Odd-Eyes Advent,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS19,Advanced Event Pack 2023 Vol.1 Version 2,Broken Bamboo Sword,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS20,Advanced Event Pack 2023 Vol.1 Version 2,Obedience Schooled,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS21,Advanced Event Pack 2023 Vol.1 Version 2,Naturia Sacred Tree,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS22,Advanced Event Pack 2023 Vol.1 Version 2,Night Assailant,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS23,Advanced Event Pack 2023 Vol.1 Version 2,Evolutionary Bridge,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS24,Advanced Event Pack 2023 Vol.1 Version 2,G Golem Token,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
AE18-KRS25,Advanced Event Pack 2023 Vol.1 Version 2,Black Feather Counter,"('Common',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Advanced_Event_Pack_2023_Vol.1_Version_2_(OCG-KR),2023-05-29 07:29:57,2023-05-26,,Booster pack,,New
CP19-JP000,Collection Pack: Duelist of Revolution Version,Five-Headed Dragon,"('20th Secret Rare',)",Reprint (New Art),,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP000,Collection Pack: Duelist of Revolution Version,Five-Headed Dragon,"('20th Secret Rare',)",Reprint (New Art),,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP001,Collection Pack: Duelist of Revolution Version,Ipiria,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP001,Collection Pack: Duelist of Revolution Version,Ipiria,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP002,Collection Pack: Duelist of Revolution Version,Water of Life,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP002,Collection Pack: Duelist of Revolution Version,Water of Life,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP003,Collection Pack: Duelist of Revolution Version,Gold Moon Coin,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP003,Collection Pack: Duelist of Revolution Version,Gold Moon Coin,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP004,Collection Pack: Duelist of Revolution Version,Gingerbread House,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP004,Collection Pack: Duelist of Revolution Version,Gingerbread House,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP005,Collection Pack: Duelist of Revolution Version,Vision HERO Minimum Ray,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP005,Collection Pack: Duelist of Revolution Version,Vision HERO Minimum Ray,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP006,Collection Pack: Duelist of Revolution Version,Vision HERO Multiply Guy,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP006,Collection Pack: Duelist of Revolution Version,Vision HERO Multiply Guy,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP007,Collection Pack: Duelist of Revolution Version,Vision HERO Increase,"('Super Rare', 'Collectors Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP007,Collection Pack: Duelist of Revolution Version,Vision HERO Increase,"('Super Rare', 'Collectors Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP008,Collection Pack: Duelist of Revolution Version,Vision HERO Poisoner,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP008,Collection Pack: Duelist of Revolution Version,Vision HERO Poisoner,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP009,Collection Pack: Duelist of Revolution Version,Vision HERO Gravito,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP009,Collection Pack: Duelist of Revolution Version,Vision HERO Gravito,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP010,Collection Pack: Duelist of Revolution Version,Vision HERO Faris,"('Ultra Rare', 'Collectors Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP010,Collection Pack: Duelist of Revolution Version,Vision HERO Faris,"('Ultra Rare', 'Collectors Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP011,Collection Pack: Duelist of Revolution Version,Vision Release,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP011,Collection Pack: Duelist of Revolution Version,Vision Release,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP012,Collection Pack: Duelist of Revolution Version,Vision Fusion,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP012,Collection Pack: Duelist of Revolution Version,Vision Fusion,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP013,Collection Pack: Duelist of Revolution Version,Apparition,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP013,Collection Pack: Duelist of Revolution Version,Apparition,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP014,Collection Pack: Duelist of Revolution Version,Elemental HERO Avian,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP014,Collection Pack: Duelist of Revolution Version,Elemental HERO Avian,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP015,Collection Pack: Duelist of Revolution Version,Elemental HERO Burstinatrix,"('Normal Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP015,Collection Pack: Duelist of Revolution Version,Elemental HERO Burstinatrix,"('Normal Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP016,Collection Pack: Duelist of Revolution Version,Elemental HERO Sparkman,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP016,Collection Pack: Duelist of Revolution Version,Elemental HERO Sparkman,"('Common',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP017,Collection Pack: Duelist of Revolution Version,Fortune Fairy Hikari,"('Super Rare', 'Collectors Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP017,Collection Pack: Duelist of Revolution Version,Fortune Fairy Hikari,"('Super Rare', 'Collectors Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP018,Collection Pack: Duelist of Revolution Version,Fortune Fairy En,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP018,Collection Pack: Duelist of Revolution Version,Fortune Fairy En,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP019,Collection Pack: Duelist of Revolution Version,Fortune Fairy Hu,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP019,Collection Pack: Duelist of Revolution Version,Fortune Fairy Hu,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP020,Collection Pack: Duelist of Revolution Version,Fortune Fairy Swee,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP020,Collection Pack: Duelist of Revolution Version,Fortune Fairy Swee,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP021,Collection Pack: Duelist of Revolution Version,Fortune Fairy Ann,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP021,Collection Pack: Duelist of Revolution Version,Fortune Fairy Ann,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP022,Collection Pack: Duelist of Revolution Version,Fortune Fairy Chee,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-JP022,Collection Pack: Duelist of Revolution Version,Fortune Fairy Chee,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-JP023,Collection Pack: Duelist of Revolution Version,Unacceptable Result,"('Common',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-JP),2023-03-22 16:52:35,2019-05-18,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
