Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Series,Set type,Cover card,Version
BIJ-S005,Starter Deck: Joey,Island Turtle,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S006,Starter Deck: Joey,Flame Manipulator,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S006,Starter Deck: Joey,Flame Manipulator,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S007,Starter Deck: Joey,Masaki the Legendary Swordsman,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S007,Starter Deck: Joey,Masaki the Legendary Swordsman,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S008,Starter Deck: Joey,7 Colored Fish,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S008,Starter Deck: Joey,7 Colored Fish,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S009,Starter Deck: Joey,Armored Lizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S009,Starter Deck: Joey,Armored Lizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S010,Starter Deck: Joey,Darkfire Soldier #1,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S010,Starter Deck: Joey,Darkfire Soldier #1,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S011,Starter Deck: Joey,Sky Scout,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S011,Starter Deck: Joey,Sky Scout,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S012,Starter Deck: Joey,Gearfried the Iron Knight,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S012,Starter Deck: Joey,Gearfried the Iron Knight,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S013,Starter Deck: Joey,Karate Man,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S013,Starter Deck: Joey,Karate Man,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S014,Starter Deck: Joey,Milus Radiant,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S014,Starter Deck: Joey,Milus Radiant,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S015,Starter Deck: Joey,Time Wizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S015,Starter Deck: Joey,Time Wizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S016,Starter Deck: Joey,Maha Vailo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S016,Starter Deck: Joey,Maha Vailo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S017,Starter Deck: Joey,Magician of Faith,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S017,Starter Deck: Joey,Magician of Faith,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S018,Starter Deck: Joey,Big Eye,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S018,Starter Deck: Joey,Big Eye,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S019,Starter Deck: Joey,Sangan,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S019,Starter Deck: Joey,Sangan,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S020,Starter Deck: Joey,Princess of Tsurugi,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S020,Starter Deck: Joey,Princess of Tsurugi,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S021,Starter Deck: Joey,White Magical Hat,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S021,Starter Deck: Joey,White Magical Hat,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S022,Starter Deck: Joey,Penguin Soldier,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S022,Starter Deck: Joey,Penguin Soldier,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S023,Starter Deck: Joey,Thousand Dragon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S023,Starter Deck: Joey,Thousand Dragon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S024,Starter Deck: Joey,Flame Swordsman,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S024,Starter Deck: Joey,Flame Swordsman,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S025,Starter Deck: Joey,Malevolent Nuzzler,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S025,Starter Deck: Joey,Malevolent Nuzzler,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S026,Starter Deck: Joey,Dark Hole,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S026,Starter Deck: Joey,Dark Hole,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S027,Starter Deck: Joey,Dian Keto the Cure Master,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S027,Starter Deck: Joey,Dian Keto the Cure Master,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S028,Starter Deck: Joey,Fissure,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S028,Starter Deck: Joey,Fissure,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S029,Starter Deck: Joey,De-Spell,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S029,Starter Deck: Joey,De-Spell,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S030,Starter Deck: Joey,Change of Heart,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S030,Starter Deck: Joey,Change of Heart,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S031,Starter Deck: Joey,Block Attack,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S031,Starter Deck: Joey,Block Attack,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S032,Starter Deck: Joey,Giant Trunade,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S032,Starter Deck: Joey,Giant Trunade,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S033,Starter Deck: Joey,The Reliable Guardian,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S033,Starter Deck: Joey,The Reliable Guardian,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S034,Starter Deck: Joey,Remove Trap,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S034,Starter Deck: Joey,Remove Trap,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S035,Starter Deck: Joey,Monster Reborn,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S035,Starter Deck: Joey,Monster Reborn,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S036,Starter Deck: Joey,Polymerization,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S036,Starter Deck: Joey,Polymerization,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S037,Starter Deck: Joey,Mountain,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S037,Starter Deck: Joey,Mountain,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S038,Starter Deck: Joey,Dragon Treasure,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S038,Starter Deck: Joey,Dragon Treasure,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S039,Starter Deck: Joey,Eternal Rest,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S039,Starter Deck: Joey,Eternal Rest,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S040,Starter Deck: Joey,Shield & Sword,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S040,Starter Deck: Joey,Shield & Sword,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S041,Starter Deck: Joey,Scapegoat,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S041,Starter Deck: Joey,Scapegoat,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S042,Starter Deck: Joey,Just Desserts,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S042,Starter Deck: Joey,Just Desserts,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S043,Starter Deck: Joey,Trap Hole,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S043,Starter Deck: Joey,Trap Hole,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S044,Starter Deck: Joey,Reinforcements,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S044,Starter Deck: Joey,Reinforcements,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S045,Starter Deck: Joey,Castle Walls,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S045,Starter Deck: Joey,Castle Walls,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S046,Starter Deck: Joey,Waboku,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S046,Starter Deck: Joey,Waboku,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S047,Starter Deck: Joey,Ultimate Offering,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S047,Starter Deck: Joey,Ultimate Offering,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S048,Starter Deck: Joey,Seven Tools of the Bandit,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S048,Starter Deck: Joey,Seven Tools of the Bandit,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S049,Starter Deck: Joey,Fake Trap,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S049,Starter Deck: Joey,Fake Trap,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BIJ-S050,Starter Deck: Joey,Reverse Trap,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,,,,,Old
BIJ-S050,Starter Deck: Joey,Reverse Trap,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Starter_Deck:_Joey_(TCG-SP),2023-04-23 19:58:40,2004-06-01,,Starter Deck,"('Red-Eyes Black Dragon',)",New
BPT-005,Booster Pack Collectors Tins 2002,Red-Eyes B. Dragon,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Booster_Pack_Collectors_Tins_2002_(TCG-NA),2023-04-23 19:22:26,2002-10-04,,Collectible tin,,Old
