Name,Rarity,Print,Cover card,Modification date,Version
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
,,,,2022-11-07 13:43:33,Old
,,,,2022-11-07 13:43:33,New
"Guiding Quem, the Virtuous","('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,"('Firewall Dragon Singularity',)",2023-01-10 12:48:11,New
"Guiding Quem, the Virtuous",,,"('Firewall Dragon Singularity',)",2023-01-10 12:48:11,Old
The Boundless Open Land,,,"('Firewall Dragon Singularity',)",2023-01-10 12:48:11,New
,,,"('Firewall Dragon Singularity',)",2023-01-10 12:48:11,Old
Gilford the Lightning,"('Secret Rare', 'Rush Rare')",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Gilford the Lightning,"('Secret Rare', 'Rush Rare')",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Chromatographicus,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Chromatographicus,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Ray Dragon,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Ray Dragon,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
The Dragias,"('Ultra Rare', 'Rush Rare')",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
The Dragias,"('Ultra Rare', 'Rush Rare')",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Silver-Eyes Star Cat,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Silver-Eyes Star Cat,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Golden-Eyes Star Cat,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Golden-Eyes Star Cat,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Jointech Tinplatesaurus,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Jointech Tinplatesaurus,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Voidvelgr Kataphraktos,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Voidvelgr Kataphraktos,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Machvio of the Ultimate Aria,"('Super Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Machvio of the Ultimate Aria,"('Super Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Double-Doom Dragon,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Double-Doom Dragon,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Purple-Eyes Star Cat,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Purple-Eyes Star Cat,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Green-Eyes Star Cat,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Green-Eyes Star Cat,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Cat Claw Girl,"('Super Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Cat Claw Girl,"('Super Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Dark-Eyes Breakstar Cat,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Dark-Eyes Breakstar Cat,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Cyber Coatl,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Cyber Coatl,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Astrobio Drake,"('Super Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Astrobio Drake,"('Super Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Engine Reviver,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Engine Reviver,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Gilford the Rising,"('Ultra Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Gilford the Rising,"('Ultra Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Gilford the Legend,"('Super Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Gilford the Legend,"('Super Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Transamuroad Rainac,"('Ultra Rare', 'Rush Rare')",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Transamuroad Rainac,"('Ultra Rare', 'Rush Rare')",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Melel the Beautiful Flame Spirit of the Lamp,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Melel the Beautiful Flame Spirit of the Lamp,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Alchemicalize Salamandra,"('Super Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Alchemicalize Salamandra,"('Super Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Double Ray Dragons,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Double Ray Dragons,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
The Dragiastar,"('Ultra Rare', 'Rush Rare')",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
The Dragiastar,"('Ultra Rare', 'Rush Rare')",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Star Cat Straynya,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Star Cat Straynya,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Star Cat Destronya,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Star Cat Destronya,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Stemagic,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Stemagic,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Cracking Claw,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Cracking Claw,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Voidvelgr Phalanx,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Voidvelgr Phalanx,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Road Arms - Sword Breaker,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Road Arms - Sword Breaker,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
The Copy,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
The Copy,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Back To The Fusion,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Back To The Fusion,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Vice Slasher,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Vice Slasher,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Meowonderful Rush,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Meowonderful Rush,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Rising Luna Radiant Luster,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Rising Luna Radiant Luster,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Blaze Fiend Assault,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Skysavior Witnesses,"('Super Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Skysavior Witnesses,"('Super Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Transamu Lightning,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
